label,article
<WCB>,"a connection between two ideas that doesn't always mean that one causes the other (correlation vs. causation)

una conexión entre dos ideas que no siempre significa que una causa la otra (correlación vs. causación)"
<WCB>,"Global chocolate consumption is highest in Switzerland, yet people there are among the trimmest in the industrialized world.  therefore, it's reasonable to conclude that chocolate helps keep your weight down."
<WCB>,"Jason and his family are heading to Utah to spend a week skiing. Looking at the weather reports, he notices that it is supposed to be warmer, making for lousy ski conditions. Angrily, he calls the Weather Channel and demands that they change their forecast so he will have better weather for the trip."
<WCB>,"The flu vaccine comes out every year just before the holidays, then people go and spend a lot of money. Therefore, businesses are secretly using the flu vaccine as a mind control device to increase holiday spending."
<WCB>,"I broke my mirror this morning, AND I failed my Civics test. I must've failed because the mirror gave me bad luck."
<WCB>,"The rooster crows always before the sun rises, therefore the crowing rooster causes the sun to rise."
<WCB>,"Which logical reason supports the opposition to the motion ""Cell phones give off an unsafe radiation and should not be used."""
<WCB>,"""It rained and then we lost the game. Every time it rains, we're going to lose."""
<WCB>,"Un pleasant idea of vegan diet

There is strong movement from people who choose not to consume meat, and their reasons vary from the healthiness to the effort of making the body looks appropriate or ideal. This is a rather ludicrous idea.
Human beings have been consuming meat since thousands of years and counting. There are no cases when consuming meat causing severe problems, provided meat is consumed in appropriate amount, for everyone. Many say that being a vegan means having a healthier, stronger body and mind. Actualy, according to studies, our bodies are perfectly capable of digesting, absorbing and making full use of the many beneficial nutrients found in animal foods. Thus, there is no health reason to completely avoid animal foods.
Don’t put unnecessary restrain on yourselves. You should enjoy life to the fullest; give your best in any possible situations, as well as consuming meat.

What is the claims from the text above?"
<WCB>,Eating five candy bars and drinking two sodas before a test helps me get better grades. I did that and got an A on my last test in history.
<WCB>,"Lois and Jan did a ""snow dance"" one afternoon, and it snowed that night. They claimed to have brought the snow."
<WCB>,I sneezed at the same time the power went off. My sneeze did something to make the power go off.
<WCB>,I bought new shoes then my head started itching. I must be allergic to the shoes.
<WCB>,There was a thunderstorm with rain therefore I did not finish my homework.
<WCB>,Fatima sneezed and she caused a tsunami in Tokyo.
<WCB>,Jack threw up because he ate Hot Cheetos.
<WCB>,"I broke my mirror this morning, AND I failed my History test. I must've failed because the mirror gave me bad luck."
<WCB>,You know Jane Fonda’s exercise video’s must be worth the money. Look at the great shape she’s in.
<WCB>,"""Truly helps cramming for a test: my psychological test is crowded and I have an A."""
<WCB>,"During the first week of July ice cream sales climbed, and during the second week murder rates climbed. Therefore, ice cream inspires murder."
<WCB>,"One day, Megan wore a Donald Duck t-shirt, and she got an ¨A¨ on her Chemistry test. Now she wears a Donald Duck t-shirt every day to Chemistry class. 
Of what fallacy is this an example?"
<WCB>,"“President Jones raised taxes, and then the rate of violent crime went up. Therefore, I think Jones is responsible for the rise in crime."""
<WCB>,"Fewer tourists were recorded to have entered the country. This datum was gathered after Karapatan exposed the human rights violations happening here; therefore, Karapatan's expose was the reason for the low tourist turn out."
<WCB>,"At soccer practice, Willeidy tells Aida, ""Pace's soccer team was losing until I bought new shoes. We have not lost a game since I got my lucky shoes!"""
<WCB>,"President Jones raised taxes, and then the rate of violent crime went up. Jones is responsible for the rise in crime."
<WCB>,"Global chocolate consumption is highest in Switzerland, yet people there are among the trimmest in the industrialized world. Therefore, it is reasonable to conclude that chocolate helps keep your weight down."
<WCB>,Every severe recession follows a Republican Presidency; therefore Republicans are the cause of recessions.
<WCB>,"Matthieu was the only player on the team who didn't grow a playoff beard, and thus he ended up getting injured."
<WCB>,I dropped the ball because Mercury is in retrograde.
<WCB>,You know Jane Fonda’s exercise videos must be worth the money. Look at the great shape she’s in.
<WCB>,"The Soviet Union collapsed after taking up atheism. Therefore, we must avoid atheism for the same reasons."
<WCB>,Families communicate less and less in the past forty years since feminism became mainstream. Feminism is to blame for this deterioration in the family.
<WCB>,"The economy grows as the number of likes on my Instagram account continue to increase. Clearly, the two are linked."
<WCB>,You know Jane Fonda's exercise videos must be worth the money. Look at the great shape she's in.
<WCB>,"""A solar flare erupted from the sun three days ago, and my laptop died this morning. Solar flares are very dangerous for computers."""
<WCB>,Valencia bought a different brand of detergent at the store. She developed a rash after wearing clothes washed in the new detergent. She concluded that she was allergic to the new soap. What type of reasoning is this?
<WCB>,"Giving 10% of your income to the Church will free a child’s soul from Limbo into Heaven, so give your money!"
<WCB>,"Every sunrise, the rooster makes a sound. So it is the rooster which makes the sun rise."
<WCB>,Which type of logical fallacy is used when a writer incorrectly states that one event has caused another?
<WCB>,"Shortly after MySpace became popular, U.S. soldiers found Saddam Hussein."
<WCB>,"Michael Jackson, Kurt Cobain, and Jimi Hendrix were rock stars who died young. Therefore, if you become a rock star, don’t expect to live a long life."
<WCB>,"Dan White ate a lot of Twinkies and then killed the Mayor of San Francisco. If I were a mayor, I’d ban Twinkies so no one would kill me."
<WCB>,"There are more laws on the books than ever before, and more crimes are being committed than ever before. Therefore, to reduce crime, we must eliminate the laws."
<WCB>,"Yesterday, I walked under a ladder with an open umbrella indoors while spilling salt in front of a black cat. And I forgot to knock on wood with my lucky dice. That must be why I’m having such a bad day today. It’s bad luck."
<WCB>,"Since your parents named you ‘Harvest,’ they must be farmers."
<WCB>,very time Joe goes swimming he is wearing his Speedos. Something about wearing that Speedo must make him want to go swimming.
<WCB>,Someone really should move this ‘deer crossing’ sign. This is a dangerous stretch of highway and the deer really should be crossing somewhere else.
<WCB>,"Jimmy has a fever, sinus congestion, a cough, and can’t come to school, so he probably has a test later today."
<WCB>,Jimmy isn’t at school today. He must be on a family trip.
<WCB>,"I drank bottled water and now I am sick, so the water must have made me sick."
<WCB>,"Every time I wash my car, it rains"
<WCB>,"Our garage sale made lots of money before Joan showed up. Obviously, she scared off all the customers."
<WCB>,"My new sport psychology intervention works! I chose the player with the lowest batting average based on the last game from each of the teams in our amateur baseball league. Then I gave each of them my 5-minute intervention. And almost all of them improved their batting average in the next game!"" (Note: this example may also involve the statistical phenomenon of regression to the mean."
<WCB>,Students are poor writers because they watch too much TV
<WCB>,The milk was left out all night and was spoiled. It should have been put in the refrigerator
<WCB>,"Jane gets a rather large wart on her finger. Based on a story her father told her, she cuts a potato in half, rubs it on the wart and then buries it under the light of a full moon. Over the next month her wart shrinks and eventually vanishes. Jane writes her father to tell him how right he was about the cure."
<WCB>,The picture on Jim's old TV set goes out of focus. Jim goes over and strikes the TV soundly on the side and the picture goes back into focus. Jim tells his friend that hitting the TV fixed it.
<WCB>,"It was observed that persons who went out at night often developed the malady. So night air was assumed to be the cause of malaria, and elaborate precautions were taken to shut it out of sleeping quarters"
<WCB>,"The report suggests that 'the rise in violent offending and the explosion in the sales of iPods and other portable media devices is more than coincidental,' and asks, rather provocatively, 'Is There an iCrime Wave?' The report notes that nationally, violent crime fell every year from 1993 to 2004, before rising in 2005 and 2006, just as 'America’s streets filled with millions of people visibly wearing, and being distracted by, expensive electronic gear.'"
<WCB>,"My new way of obtaining informed consent helps prevent dropouts. I chose the three therapists in our clinic who had the highest dropout rates and taught them my new informed consent procedure. The first month that they started using it, all three had significantly lower dropout rates."
<WCB>,"Joe eats horribly; therefore, his heart attack was caused by his eating habits."
<WCB>,"Before women got the vote, there were no nuclear weapons"
<WCB>,"Every time my brother Bill accompanies me to Fenway Park, the Red Sox are sure to lose"
<WCB>,"When sales of hot chocolate go up, street crime drops."
<WCB>,"earthquakes in the Andes were correlated with the closest approaches of the planet Uranus. Therefore, Uranus must have caused them."
<WCB>,"The bigger a child's shoe size, the better the child's handwriting"
<WCB>,The accident was caused by the taxi parking in the street
<WCB>,"Mom: Watching TV that close will make you go blind, so move back!
Jonny: That is B.S., Mom. Sorry, I am not moving.
"
<WCB>,"The Church used to claim that giving 10% of your income to the Church will free a child’s soul from Limbo into Heaven, so clearly giving money to the Church is a scam!"
<WCB>," 
The presence of police at protests cause an escalation of violence. It was the case that at the protest last night attended by uniformed police, there was an escalation of violence. Therefore, police should not be at protests."
<WCB>,Billy murdered all those people because I spanked him when he was a child.
<WCB>,The reason Donald Trump got elected was because liberals took political correctness too far.
<WCB>,"P1. Lead poisoning can contribute to violent behavior.
P2. Many inner city children have dangerous levels of lead in their blood.
C. Therefore, violent crime in the inner city can be solved by curing the lead problem."
<WCB>,"P1. A sedentary lifestyle contributes to obesity.
P2. People have become more sedentary in the last few decades.
C. Therefore, the rise in obesity can be fixed by people getting more exercise."
<WCB>,"P1. Smoking has been empirically proven to cause lung cancer.
C. Therefore, if we eradicate smoking, we will eradicate lung cancer."
<WCB>," Doug is convinced he has lucky underwear. One time when he forgot to put on his lucky underwear, he got a parking ticket. Doug concludes that because he forgot to wear his lucky underwear, he got the ticket. Doug doesn't wash his lucky underwear often. This part isn't relevant to the example, but it is disturbing nonetheless."
<WCB>," Tony: I bought a book on the law of attraction and two days later I won $30k in a lottery. I wasn’t a believer of the law of attraction before, but now I am!
"
<WCB>,"Every time I go to sleep, the sun goes down.  Therefore, my going to sleep causes the sun to set."
<WCB>,"Many homosexuals have AIDS. Therefore, homosexuality causes AIDS."
<WCB>,"Jen: Don’t you realize that all this drinking you are doing is making your family miserable?
Bridget: Yes, I do.
Jen: Then what are you doing about it?
Bridget: Drinking to forget.
"
<WCB>,"David: We have way too much police presence in this city.
Pete: What are you going to do about it?
David: Vandalize, loot, and perhaps a little arson.
"
<WCB>,"“The temperature has dropped this morning, and I also have a headache. Therefore, the cold weather must be causing my headache. “"
<WCB>,"Every time I wash my car, it rains the next day. My car washing definitely affects the weather."
<WCB>,"The time that children are vaccinated and the time they're diagnosed do closely correlate, however, leading upset parents to assign blame to the immunizations, for lack of a better explanation. "
<WCB>,Attributing the cause of World War II to only Adolf Hitler's hatred of the Jews
<WCB>,Suggesting that John F. Kennedy won the presidency over Richard Nixon exclusively because of the debate on TV
<WCB>,Believing that the cause of the Reformation was simply Martin Luther posting his theses
<WCB>,Explaining that the U.S. Civil War was fought only because of the institution of slavery
<WCB>,"I had a real bad headache, then saw my doctor.  Just by talking with him, my headache started to subside, and I was all better the next day.  It was well worth the $200 visit fee."
<WCB>,"After surgery, my wife was not doing too well -- she was in a lot of pain.  I bought these magnetic wristbands that align with the body's natural vibrations to reduce the pain, and sure enough, a few days later the pain subsided!  Thank you magic wristbands!"
<WCB>," The best example of this fallacy is presented by the person who coined this term, Nassim Nicholas Taleb in his 2007 book, The Black Swan.  There are two people"
<WCB>,"Lolita: Since about half the people in the world are female, the chances of the next person to walk out that door being female is about 50/50.
Celina: Do you realize that is the door to Dr. Vulvastein, the gynecologist?
"
<WCB>,"Believing that ""runs"" occur to statistically independent phenomena such as roulette wheel spins."
<WCB>,This coin has landed heads-up nine times in a row. So it will probably land tails-up next time it is tossed.
<WCB>,You said that 'runs' occur to statistically independent phenomena such as roulette wheel spins.
<WCB>,"Believing that ""runs"" occur to statistically independent phenomena such as routine wheel spirits."
<WCB>,"""I bought a ticket to win a new car at the mall, since I have never won anything like that in the past."""
<WCB>,"Red had come up six times in a row on the roulette wheel, so Greg knew that it was close to certain that black would be next up. Suffering an economic form of natural selection with this thinking, he soon lost all of his savings."
<WCB>,"Joe and Sam are at the race track betting on horses. Joe: ""You see that horse over there? He lost his last four races. I'm going to bet on him.""
Sam: ""Why? I think he will probably lose.""
Joe: ""No way, Sam. I looked up the horse's stats and he has won half his races in the past two years. Since he has lost three of his last four races, he'll have to win this race. So I'm betting the farm on him.""
Sam: ""Are you sure?""
Joe: ""Of course I'm sure. That pony is due, man...he's due!"""
<WCB>,"I have flipped heads five times in a row.  As a result, the next flip will probably be tails."
<WCB>,"Eric: For my lottery numbers, I chose 6, 14, 22, 35, 38, 40.  What did you choose?
Steve: I chose 1, 2, 3, 4, 5, 6.
Eric: You idiot!  Those numbers will never come up!
"
<WCB>,"Maury: Please put all my chips on red 21.
Dealer: Are you sure you want to do that?  Red 21 just came up in the last spin.
Maury:  I didn’t know that!  Thank you!  Put it on black 15 instead.  I can’t believe I almost made that mistake!
"
<WCB>,"Mr. Governor issues a proclamation for the people of his state to pray for rain.  Several months later, it rains.  Praise the gods!"
<WCB>,"I refuse to stay on the 13th floor of any hotel because it is bad luck.  However, I don’t mind staying on the same floor as long as we call it the 14th floor."
<WCB>,"I knew I should have helped that old lady across the road.  Because I didn’t, I have been having bad Karma all day."
<WCB>,"""If a black cat crosses your path you will have bad luck."""
<RR>,"America is the best place to live, because it's better than any other country."
<RR>,The red bicycle is red.
<RR>,The news is fake because so much of the news is fake.
<RR>,"""The Cardinals are the best football team because they're better than all the other teams."""
<RR>,"Quinoa is a delicious, plant-based source of protein because it tastes so darn good."
<RR>,God exists. How do you know? Because it says so in the Bible.
<RR>,"She is good at writing because she writes words effectively."""
<RR>,President Reagan was a great communicator because he had the knack of talking effectively to the people.
<RR>,Plagiarism is deceitful because it is dishonest.
<RR>,Canada is the best country to live in because it's better than the other countries!
<RR>,The thing about the new math teacher (who is an excellent teacher) is that he/she really stands out because he/she has good teaching skills.
<RR>,Repeating the same thing as if you’re proving something
<RR>,"Witchcraft remains our most urgent spiritual problem because it threatens
our very souls."
<RR>,The witchcraft problem is the most urgent spiritual crisis in the world today. Why? Because witches threaten our very souls.
<RR>,The word of Zorbo the Great is flawless and perfect. We know this because it says so in The Great and Infallible Book of Zorbo’s Best and Most Truest Things that are Definitely True and Should Not Ever Be Questioned.
<RR>,"America is the best place to live, because it's better than any other country. (This is a good example of...)"
<RR>,"Bill: I think capital punishment is wrong.
Adam: No it isn't. If it was wrong, it wouldn't be legal.
Of which fallacy is this an example?  http://www.funtrivia.com"
<RR>,Cell phones stop students from concentrating in class because they are distracting.
<RR>,Fast food is bad for you because is junk.
<RR>,"""Ghosts exist.... because I saw a ghost in my closet,"" is an example of what logical fallacy?"
<RR>,How do I know that Beth is the most intelligent person in our geometry class? I know because she's so smart.
<RR>,"President Bennett is an effective communicator, because he has a natural talent for speaking with people.
against"
<RR>,"Pamela never lies. She told me herself, so it must be true."
<RR>,"Thanks to her enduring popularity with employees, Ella Watson is the best-liked CEO in our company's history."
<RR>,“Harold’s new book is well-written because Harold is a wonderful writer.”
<RR>,"The number of pirates in existence decreased as the global average temperature rose. Therefore, we can conclude that hotter weather reduces piracy."
<RR>,"""When my parents talk to me about how important it is to learn a second language, I remind them they didn't learn another language."
<RR>,Senator Randall isn't lying when she says she cares about her constituents—she wouldn't lie to people she cares about.
<RR>,"Free speech is good not just for the individual, but for all of society. After all, it's in the interest of the community that everyone should be at liberty to express his or her beliefs."
<RR>,Companies that make huge profits must be exploiting their customers because the only way a company could make large profits is by taking advantage of their customers.
<RR>,"You must obey the law, because it’s illegal to break the law."
<RR>,You have to invite Jenna to your party because it would not be nice not to invite Jenna.
<RR>,1. “iPhones are the best smartphones on the market because Apple makes the best smartphones.”
<RR>,"“I know that what I experience is real because I can see, hear, smell, touch and taste everything.”"
<RR>,"""I am a great leader because I make great leadership decisions. The proof that I make great leadership decisions is that I am a great leader, and that's what leaders do."" What is this?"
<RR>,That restaurant is popular because everyone in town goes there.
<RR>,"You can't give me a C! I'm an A student, a C is just wrong!"
<RR>,This is an example of....
<RR>,"You must obey the law, because it's illegal to break the law."
<RR>,"Violent video games cause teens to be violent, because violent teens play violent video games."
<RR>,"""I have a right to free speech so I can say what I want and you shouldn't try to stop me. """
<RR>,John Green is a wonderful writer because he writes so well.
<RR>,Why should we put people on trial when we know they are guilty?
<RR>,Sleeping until noon is the worst thing to do because it is bad to sleep late.
<RR>,"""The Philippines is in poverty because of poor people."""
<RR>,Order is necessary to justice because justice can only be achieved by a program of social and legal order.
<RR>,"the reason why more people are leaving this country is because of economic problems, therefore because there is an economic problem is that people are leaving this country."
<RR>,"""I have a right to free speech so I can say what I want and you shouldn't try to stop me"" is an example of"
<RR>,President Reagan was a great communicator because he had the gift of talking effectively to the people.
<RR>,Taco is the best because it tastes better.
<RR>,Starbucks is the best because it's expensive.
<RR>,Distracting and dangerous mobile devices should be banned from use in vehicles.
<RR>,"""I shouldn't have flunked the test because I never get F's"" is an example of"
<RR>,Americans should give money to charity because it is the right thing to do.
<RR>,We know he’s not lying since he says he’s telling the truth.
<RR>,"Claim: You can't give me a C in this course...
Reason: ... Because I am an A student.
Warrant: An A student is someone who can't receive Cs."
<RR>,"Pvt. Joe Bowers: What are these electrolytes? Do you even know?
Secretary of State: They're... what they use to make Brawndo!
Pvt. Joe Bowers: But why do they use them to make Brawndo?
Secretary of Defense: [raises hand after a pause] Because Brawndo's got electrolytes."
<RR>,"""You must obey the law, because it's illegal to break the law.""

What logical fallacy is used in the statement above?"
<RR>,"Bob: that movie was a waste of time and money
Ted: what was wrong with it?
Bob: It sucked

This is an example of?"
<RR>,"""All eighteen-year-olds have the right to vote because it's legal for them to vote."""
<RR>,Global warming doesn’t exist because the earth is not getting warmer
<RR>,The greatest thing that we can do is to love each other. Love is better than any other emotion.
<RR>,"I am athletic because I run, and I run because I'm athletic."
<RR>,"“We must accept the traditions of the men of old time who affirm themselves to be the offspring of the gods - that is what they say - and they must surely have known their own ancestors. How can we doubt the word of the children of the gods?” - Plato, Timaeus"
<RR>,"Thanks to her enduring popularity with employees, Sophia Lloyd is the best-liked CEO in our company's history."
<RR>,Paranormal activity is real because I have experienced what can only be described as paranormal activity.
<RR>,"""But this here research must go on. This space effort must go on"" is an example of which logical fallacy?"
<RR>,I hated the movie because it was the worst movie I ever saw.
<RR>,This has to work so it will work.
<RR>,Paranormal activity is real because I've seen a ghost.
<RR>,"""It is what it is!"""
<RR>,"""I stay away from those gatherings because I don't want to be brainwashed."""
<RR>,Politician Running for Public Office: You can all trust what I say. I have never lied in my life.
<RR>,"God did not create the world six thousand years ago because matter has always existed, and therefore the world has always existed."
<RR>,"Whatever is less dense than water will float, because such objects won't sink in water."
<RR>,"""He's the best teacher I've ever had because he's the best teacher I've known."""
<RR>,"""You can't give me a D because I'm an A student!"""
<RR>,"""She is the best candidate for president because she is better than the other candidates!"""
<RR>,"Cell phones, high-tech devices that cause severe distractions and cyberbullying should be banned in schools."
<RR>,The President said he will not allow disrespectful dissent.
<RR>,Andanar is unfit for the position because he seems unqualified for it.
<RR>,"Sandra tells her mom, ""I deserve to have a later curfew, so you should let me stay out until 10pm!"""
<RR>,"In her paper, Aida states ""Filthy, polluting hummers should be banned.""
Name that fallacy:"
<RR>,"""The BP Oil rig exploded causing many marine mammals to die."" This illustrates that the BP oil rig was bad and caused animals to die."
<RR>,You can't give me a C. I'm an A student.
<RR>,Richardson is the most successful mayor the town has ever had because he's the best mayor of our history.
<RR>,We know the virus started in a lab because it's too deadly to have just been the result of basic circumstance. But it hasn't been as deadly for China which proves that it's lab-made. Because it's deadly.
<RR>,"I deserve to have a later curfew, so you should let me stay out until 10pm!"
<RR>,Shakira is the best singer in the world because she is the most talented singer there is.
<RR>,"""Standardized dress should be used in schools because kids should wear standardized dress."""
<RR>,"The Bible is the Word of God because God tells us it is... in the Bible.

X is true because of Y.
Y is true because of X."
<RR>,Students should not be allowed to park in lots now reserved for faculty because those lots should be for faculty only.
<RR>,Everybody loves Raymond because he is so popular. Popular people are loved by everybody.
<RR>,"""The Cardinals are the best football team because they're better than all the other teams. They're better than all the other teams because they're the best."""
<RR>,"""We need to fix our broken judicial system by electing new people.""
This logical fallacy is called..."
<RR>,"The writer, speaker, or an ad supports a claim with restatements of the same claim. (The argument goes around and around in a circle)"
<RR>,"""J.K Rowling is a wonderful writer because she writes so well"" is an example of what?"
<RR>,"""Once a year, a miracle causes this large rock to float about ten centimeters off the ground since supernatural powers want us to remember the martyrs who died in that spot."""
<RR>,The president of Honduras is a good leader because he is a leader of the country. This is an example of which common fallacy?
<RR>,"""Running a marathon is very tiring because it is so exhausting."""
<RR>,“You can’t give me a C. I’m an A student!”
<RR>,“Honesty is defined as always being honest.”
<RR>,marijuana shouldn’t be legalized because it wasn’t socially acceptable.
<RR>,Smoking pot is against the law because it is wrong; I know it is wrong because it is against the law
<RR>,Filthy and polluting coal should be banned.
<RR>,George Bush is a good communicator because he speaks effectively.
<RR>,All hunting is inhumane and should be outlawed.
<RR>,"All useless laws, such as Reform Bill 13, should be repealed."
<RR>,There aren't enough parking spaces on campus because there are too many cars.
<RR>,The word of Zorbo the Great is flawless and perfect. We know this because it says so in The Great and Infallible Book of Zorbo's Best and Most Truest Things that are Definitely True and Should Not Ever Be Questioned.
<RR>,Has your psychology department stopped teaching that ineffective approach to therapy yet?
<RR>,Why must you always take positions that are so unscientific?
<RR>,No one can deny that [my theoretical orientation] is the only valid theoretical orientation
<RR>,It must be acknowledged that [whatever psychological test battery I use] is the only legitimate test battery.
<RR>,"My new method of conducting meta-analyses is the most valid there is because it is the only one capable of such validity, the only one that has ever approached such validity, and the only one that is so completely valid."
<RR>,Being overweight leads to a shortened lifespan because it's unhealthy.
<RR>,We know God exists because he made everything
<RR>,"Interviewer: ""Your resume looks impressive but I need another reference.""
Bill: ""Jill can give me a good reference.""
Interviewer: ""Good. But how do I know that Jill is trustworthy?""
Bill: ""Certainly. I can vouch for her."""
<RR>,"Only a mentally ill person would kill someone, so anyone who kills someone is automatically mentally ill."
<RR>,"we can't have the public option, because if we do, health care reform won't get the votes of senators like him."
<RR>,"Ralph Nader and Pat Buchanan are banging at the doors, and the political establishment, consisting of both politicians and the media, seems determined not to let them in on the grounds that they have no public support."
<RR>,A is true because A is true.
<RR>,"You should drive on the right side of the road because that is what the law says, and the law is the law."
<RR>,Affirmative Action can never be fair or just. You cannot remedy one injustice by committing another.
<RR>,"A is true because B is true, and B is true because A is true."
<RR>,"A is true because B is true, and B is true because C is true, and C is true because A is true."
<RR>,"It says in the Bible that God exists. Since the Bible is God's word, and God never speaks falsely, then everything in the Bible must be true. So, God must exist."
<RR>,"The Bible is true because God exists, and God exists because the Bible says so."
<RR>,"The universe has a beginning. Every thing that has a beginning has a cause. Therefore, the universe has a cause called God."
<RR>,"We know God exists because we can see the perfect order of His Creation, an order which demonstrates supernatural intelligence in its design."
<RR>,"After years of ignoring God, people have a hard time realizing what is right and what is wrong, what is good and what is bad."
<RR>,"Murder is morally wrong. Therefore, abortion is morally wrong."
<RR>,"In arguing that abortion is not really a private moral matter, Fr. Frank A. Pavone, National Director Priests for Life, has written that ""Abortion is our problem, and the problem of every human being. We are one human family. Nobody can be neutral on abortion. It involves the destruction of an entire group of human beings!"""
<RR>,Executions are moral because we must have a death penalty to discourage violent crime.
<RR>,You would think that taxes should be lowered because you are a Republican [and therefore your argument about taxes should be rejected].
<RR>,Free trade will be good for this country. The reason is patently clear. Isn't it obvious that unrestricted commercial relations will bestow on all sections of this nation the benefits which result when there is an unimpeded flow of goods between countries?
<RR>,"What I do know is that if a dirty bomb goes off on Wall Street and the winds are blowing this way, then I and much of this part of Brooklyn are possibly toast. Is that worth possible violations of the rights of some psycho-violent street thug? To me it is."
<RR>,My way of responding to difficult patients is by far the most ethical because no other way is so ethical and it is the only way that is completely ethical.
<RR>,smoking cigarettes is deadly because cigarettes can kill you
<RR>,something that kills is deadly
<RR>,all bachelors are unmarried males
<RR>,The reason billions of children starve to death each year is because we live in a world that does not care.
<RR>,"The reason the firmament, a tent-like structure that kept the “waters above” from flooding the earth as described in the Bible, is no longer there today, is because it was destroyed during Noah’s flood.
"
<RR>,"The reason everyone wants the new ""Slap Me Silly Elmo"" doll is because this is the hottest toy of the season!"
<RR>," Circular definition: a definition that is circular.
"
<RR>,"Flippityflu: smarter than a Floppityflip.
Floppityflip: dumber than a Flippityflu.
"
<RR>,"Pvt. Joe Bowers: What are these electrolytes? Do you even know?
Secretary of State: They're... what they use to make Brawndo!
Pvt. Joe Bowers: But why do they use them to make Brawndo?
Secretary of Defense: [raises hand after a pause] Because Brawndo's got electrolytes.
"
<RR>,The Bible is the Word of God because God tells us it is... in the Bible.
<RR>,Tik Tok is popular among teens because so many of them use it.
<RR>,Mr. Casal was very tired because he had no energy.
<RR>,"Mr. Casal got sick last week, so it was likely due to the students."
<RR>,Nike's are great because they're awesome.
<RR>,"I lost my phone in the living room, so it will always be in the living room when it is lost."
<RR>,My phone charger is broken because it doesn't work.
<RR>,"Bert: How do eyes project an image to your brain?
Ernie: Think of it as a little guy in your brain watching the movie projected by your eyes.
Bert: Ok, but what is happening in the little guy in your head’s brain?
Ernie: Well, think of it as a little guy in his brain watching a movie...
"
<RR>,"Dicky: So how do you think life began?
Ralphie: Simple.  Aliens from another planet seeded this planet with life billions of years ago.
Dicky: OK, but how did that alien life form begin?
Ralphie: Simple.  Aliens from another planet seeded that planet with life.
"
<FU>,"""Everyone should like coffee: 95% of teachers do!"""
<FU>,"the phrase ""Ninety percent of all people surveyed said that McDonalds is better than Burger King so it must be true.""  represents which fallacy?"
<FU>,I guess I should buy my 12-year-old daughter an iPhone. Everyone at her new school has one and I want her to fit in with the other kids.
<FU>,"I know the professor said the Bridges of Madison County was smarmy trash and lacked any artistic worth. But I still think he's wrong. After all, it was on the best-seller list for over 100 weeks."
<FU>,"""Because everybody thinks this way, it must be right."""
<FU>,"Everyone seems to support the changes in the vacation policy, and if everyone likes them, they must be
good."
<FU>,"Well, every one else jumped off the roof, why can't I?"
<FU>,I am voting for Smith for President because the rest of my family is voting for him.
<FU>,"McDonald's Hamburgers, over 99 billion served."
<FU>,"Everybody else is doing it, why don't you?"
<FU>,"""Everyone is doing it, you should be too!"" is an example of which fallacy?"
<FU>,"I guess I should buy my 12-year-old daughter an iPhone. Everyone at her new school has one, and I want her to fit in with the other kids."
<FU>,Come on! Everyone else thinks the movie is great - you should too!
<FU>,Millions of people drink Diet Coke every year so it must be the best soft drink in the world.
<FU>,"“It must be cool because everyone is doing it…"" said Kinza"
<FU>,"""All my friends are doing a low carb diet. That must be the only way to lose weight."" Mentioned Murtaza"
<FU>,"""everybody's doing it, so it must be a good thing to do."""
<FU>,"The new iPhone comes out this weekend! If you don't get it, you're not cool!"
<FU>,"Since many people believe this, then it must be true"
<FU>,Stating that something should be done (or agreed to) because everyone else thinks this way.
<FU>,Marcus wants to go to a small community college close to home because all of his friends are there.
<FU>,"Everyone already believes that the defendant killed her husband, and that many people can't be wrong."
<FU>,"Why should you feel guilty for seeking your own happiness when that's what everyone else is doing, too?"
<FU>,You should fly an American flag off your front porch. It’s the patriotic thing to do.
<FU>,Trying the latest social media challenge is a good example of what logical fallacy?
<FU>,Everyone is doing it.  You should too.
<FU>,"The phrase, ""Almost everyone that was asked said that McDonalds is better than Burger King, so it must be true,"" represents which fallacy?"
<FU>,Everyone is/is not doing it! It must/must not be a good thing!
<FU>,"X is popular; therefore, X is right."
<FU>,"""Historically, up until the late 16th century, most people believed that the Earth was the center of the universe. Today we understand this is not true,"" is an example of what fallacy?"
<FU>,"""How could you not believe in ghosts? Roughly two billon people believe in them, so don't you think you should reconsider your opinion?"""
<FU>,Everyone does it.  You should too.
<FU>,Over 99 billion people served…
<FU>,Everybody does it.  You should too.
<FU>,"All the popular guys at school are dyeing their hair purple, so you should, too!"
<FU>,"This fast food chain claims that they've served five billion people, so they must have the best hamburger in town. Five billion people can't be wrong!"
<FU>,"In this election, we've seen the highest voter turnout ever recorded. If you have any doubts about Tyler Espinoza's qualifications, just look at how many people have come out to vote for him."
<FU>,Over 5 million Filipinos use our products. It’s time to switch to our brand now!
<FU>,"This fallacy assumes something is true (or right, or good) because other people agree with it."
<FU>,"“Don’t worry about eating fast food. After all, millions of Americans eat it every day.”"
<FU>,"Company R.E. are working on advertisement for a new juice drink. Some of their marketing employees went to a school to do a survey on students’ beverage preference. The majority said they preferred orange-flavored drinks, so Jeff told his superiors that orange was the flavor favored most by high school students."
<FU>,This is an example of which fallacy?
<FU>,Katie likes to read and would rather do that than play sports. Her friends make fun of her and tell her that reading is for nerds. Katie stops reading so much and starts to play sports more.
<FU>,"Marie notices that many of her friends have started eating a low-carb diet and drinking protein shakes. Marie decides that this must be the healthy way to eat, so she joins them."
