label,article
<IR>,"Nobody in their right mind would trust that guy. I mean, look at him!"
<IR>,"Lily says the sun is fully risen at 5:00am, but how would she know she sleeps in until noon.

(love you lily all jokes all jokes)"
<IR>,"President Bush argues that we should open up the Arctic National Wildlife Refuge for oil drilling. But Bush just wants to reward his rich cronies in the oil industry, so we can't take his arguments seriously."
<IR>,I'm hardly prepared to listen to the arguments of an ignorant moron like you.
<IR>,"""You're too ugly to be class president!"""
<IR>,"Says Robot 2, attacking Robot 1 instead of his arguments."
<IR>,The reason our company never makes any money is because we have a buffoon running it!
<IR>,"""Don't listen to Eddie's arguments on education. He didn't even finish high school"" is an example of"
<IR>,politicians coin names to cast blame
<IR>,"You didn’t even finish high school, how could you possible know about this?"
<IR>,Vote for me because the other candidate is a cheat and a liar!
<IR>,There's no point listening to your opinion on school lunches. Everybody knows you cheat on your math tests.
<IR>,"""I knew him in high school and he almost flunked out. He can't be a good choice for mayor."""
<IR>,"Jamila is running for class president. In her campaign speech she says, ""Xavier does not deserve to win. He is a smoker and He cheated on his reading quizzes last year."" What fallacy has Jamila committed?"
<IR>,"My opponent raises a good point, but can we really trust him? I mean, he moved to this town two years ago and everyone knows that his wife left him."
<IR>,A mother says that she does not trust her pediatrician because he has never been a mother.
<IR>,"You've never visited another country, so who cares what you say about immigration reform!"
<IR>,Why would you trust Paris Hilton to sell health food? She drinks and parties and has multiple partners.
<IR>,"J: Cats are better than dogs.
V: Dogs are better.
J: You are a lazy person. You won't even be able to take care of a dog."
<IR>,People who don't like K-pop are racist.
<IR>,"An abusive attack against someone making the argument, instead of the argument itself, is called a/an"
<IR>,"“He’s not a great athlete; he’s a fraud, a cheat and a liar. That’s why not everybody is ‘happy for Lance.'”"
<IR>,He can't be a great athlete; he didn't adopt the stray dog on the street.
<IR>,"""I can't trust that doctor's advice on how to raise my child. He has never been a mother."""
<IR>,Layla is a liar! She should not be trusted to be president for student council!
<IR>,"This trick, which literally means ""to the guy,"" distorts a person's character subtly or blatantly, undermining their reputation regardless of how compelling their point is."
<IR>,"""You are clearly just too young to understand this issue!"""
<IR>,"""You are not a credible resource person. You haven't finished college."""
<IR>,"""Andrea Starkk has written several books arguing that the media harms women when it comes to body image. But Starkk is an ugly, bitter person, so you shouldn't listen to her."""
<IR>,"After Sally presents an eloquent and compelling case for a more equitable taxation system, Sam asks the audience whether we should believe anything from a woman who isn't married, was once arrested, and smells a bit weird."
<IR>,", rather than considering the content of what the person is saying?"
<IR>,Only fools are out in public right now. Careful people are staying home.
<IR>,"Dustin: ""Why do you always deflect the argument by insulting me?""
Ann: ""You're ugly and poor!"""
<IR>,Of course Marx' theories about the ideal society are bunk. The guy spent all his time in the library.
<IR>,"Student: Logical Fallacies have nothing to do with my life and I don’t want to learn them!
Teacher: You are too young to understand why it’s important!
Estudiante: ¡Las falacias lógicas no tienen nada que ver con mi vida y no quiero aprenderlas!
Maestro: Eres demasiado joven para entender por qué es importanto!"
<IR>,"We cannot listen to John’s opinion on global warming because he is a tree hugger.
No podemos escuchar la opinión de John sobre el calentamiento global porque es un abrazador de árboles."
<IR>,His opinions about sports mean nothing - he can barely tie his own shoes!
<IR>,"Cari says that we need a major overhaul in education. Cari gets a speeding ticket every other week, so maybe she should learn how to drive instead of worrying about schools."
<IR>,"""My opponent raises a really good point, but can we really trust him? He moved to this town three years ago and everyone knows his wife left him."
<IR>,"Oh, please. What do you know about labor laws? You don't even have a job."
<IR>,"""Why would you elect a mayor whose wife has been treated for alcohol addiction?""
This logical fallacy is called..."
<IR>,"Robert Downey Jr. thinks everyone should vote. However, Robert Downey Jr. once went to prison for drug use. So, he's obviously wrong."
<IR>,Personally attacking someone to shift attention away from your views is
<IR>,Which fallacy is used to attack a person's character
<IR>,Donald Trump mocked Romney for walking like a penguin. He also repeatedly called Jeb Bush low-energy.
<IR>,Dr. Bloom cannot be a competent marriage counselor because he is divorced.
<IR>,Don't believe what Kim says about global warming. Kim dropped out of college!
<IR>,"Cat Stevens may be a successful and skilled musician, but let's not forget that he's been accused of extremist religious and political views."
<IR>,You oppose a senator's proposal to extend government-funded health care to poor minority children because that senator is a liberal Democrat.
<IR>,"Now you tell me she looks presidential, folks. I look presidential"
<IR>,President Trump said that he was proud of the children who participated in this year's Special Olympics. Those kids are a bunch of losers.
<IR>,"She is a teacher in a public school, so any claims that she makes about the public school system are biased and untrue."
<IR>,"My teacher says the Earth is flat, so it definitely is flat."
<IR>,"Having come from the same political party, he is sure to communicate biased and untrue claims about his party-mates"
<IR>,"Hannah argues that because her friend was brainwashed as a child into thinking that people are generally good, people are not generally good.
Name that fallacy:"
<IR>,"Before he died, poet Allen Ginsberg argued in favor of legalizing pornography. But Ginsberg's arguments are nothing but trash. Ginsberg was a pot-smoking homosexual and a thoroughgoing advocate of the drug culture."
<IR>,"Accused on the 6 o'clock news of corruption and taking bribes, the senator said that we should all be very wary of the things we hear in the media, because we all know how very unreliable the media can be."
<IR>,"Since it was a deathbed confession, it must be true."
<IR>,"Lisa was brainwashed as a child into thinking that people are generally good.  Therefore, people are not generally good."
<IR>,"I did not complete my homework last night? Well, you did not do yours last weak either."
<IR>,"Sandy: ""You shouldn’t have that second piece of cake. It’s so fattening.""
Ralph: ""Didn’t you eat an entire tub of ice cream yesterday?"""
<IR>,"All this time that you're telling me to improve, you're being lazy yourself."
<IR>,"Wilma: You cheated on your income tax. Don't you realize that's wrong?
Walter: Hey, wait a minute. You cheated on your income tax last year. Or have you forgotten about that?"
<IR>,"Helga: You should not be eating that... it has been scientifically proven that eating fat burgers are no good for your health.

Hugh: You eat fat burgers all the time so that can’t be true."
<IR>,"My friend told me to quit singing in the car since I have a ""bad voice."" She sings in the car all of the time!"
<IR>,"in response to the claim that ""Eating fast food is unhealthy"": “But I saw you eat a burger and fries for lunch only a few hours ago!"""
<IR>,"Nicole identified that Hannah had committed a logical fallacy, but instead of addressing the substance of her claim, Hannah accused Nicole of committing a fallacy earlier on in the conversation."
<IR>,"George: Man, those girls are smokin' hot!
Derek: No, they're not. You're a victim of the cheerleader effect. When girls are together in a group, each girl looks a lot better than if you were to see her without the other girls.
"
<IR>,Don’t believe what Alex says about global warming. Alex dropped out of college!
<IR>,"Gertrude: I am tired of having to fill out these forms all day. Can't we find a more efficient system?

Cindy-Lou: If you're not happy with the way we do things, we can find someone who is!"
<IR>,"Steve: In Sweden, college is free for citizens. How come we can't do that here?
Ed: If you like Sweden so much, move there. The USA would be glad to be rid of your liberal ass!
"
<IR>,"Regime vs. government
Pro-death vs. pro-choice"
<IR>,"Which fallacy am I? Combining facts and evidence with words that stir up emotion, with the attempt to manipulate others into accepting the truth of the argument."
<IR>,"Which fallacy is the following example? ""By rejecting God, you are rejecting goodness, kindness, and love itself."""
<IR>,"""It is an outrage that the school wants to remove the vending machines. This is taking our freedom away!"""
<IR>,Television Advertisement: Get all of your stains out by using new and improved Ultra Suds and wash your blues away!
<IR>,Janice just lost her goldfish and so asks you to give her the benefit of the doubt. What fallacy has she committed?
<IR>,"""I am not unmindful that some of you have come here out of great trials and tribulations. Some of you have come fresh from narrow jail cells. And some of you have come from areas where your quest -- quest for freedom left you battered by the storms of persecution and staggered by the winds of police brutality. You have been the veterans of creative suffering. Continue to work with the faith that unearned suffering is redemptive. Go back to Mississippi, go back to Alabama, go back to South Carolina, go back to Georgia, go back to Louisiana, go back to the slums and ghettos of our northern cities, knowing that somehow this situation can and will be changed.""  Which appeal is the primary appeal used in this quote?"
<IR>,"""You'll make the right decision because you have something that not many people do: you have heart.""?"
<IR>,"""Do the best for your baby""  is an example of ..."
<IR>,"""Jews are lice; They cause typhus (Painful/deadly disease)."""
<IR>,"Power lines cause cancer.  I met a little boy with cancer who lived just 20 miles from a power line who looked into my eyes and said, in his weak voice, “Please do whatever you can so that other kids won’t have to go through what I am going through.”"
<IR>,Last year I wanted to quit school because my friends treated me like an outcast and talked about me to my friends. I felt betrayed and sad all of the time but now I think I have a place at my new middle school.
<IR>,The Supreme Court has just flinched from its responsibility to stop the unjust jailing of two journalists―not charged with any wrongdoing―by a runaway prosecutor who will go to any lengths to use the government's contempt power to force them to betray their confidential sources.
<IR>,We will not rest until we reach a day when not one single veteran falls into homelessness.
<IR>,"If we don't control Covid-19, it could lead to millions of deaths. Wouldn't it make you sad to live in a country where that had happened?"
<IR>,"Power lines cause cancer. I met a little boy with cancer who lived just 20 miles from a power line who looked into my eyes and said, in his weak voice, “Please do whatever you can so that other kids won’t have to go through what I am going through.” I urge you to vote for this bill to tear down all power lines and replace them with monkeys on treadmills."
<IR>,"There must be objective rights and wrongs in the universe. If not, how can you possibly say that torturing babies for fun could ever be right?"
<IR>,"""A dog would be a great addition to our family. Think about how wonderful it would be to come home to a happy, excited, loving dog?"" This is an example of which persuasive technique?"
<IR>,"Hundreds of thousands of animals are being tortured and killed every year, and for what? So that we can modernize our beauty products and overstock our grocery stores?"
<IR>,"This is usually used in a company's slogan, using words that are very vague and nonspecific, but sound really nice. ex: ""Eat Fresh."" ""Expect More. Pay Less."""
<IR>,"""The critical mission was horribly executed."" is an example of ..."
<IR>,You have to give me a passing grade. I spent 150 hours on that project and missed every party this quarter.
<IR>,"""I should receive an 'A' in this class. I had a tough week!"" Hadi begged"
<IR>,"""If we don't adopt that puppy today, they might put him down. Do you want to be responsible for that?"" Exclaimed Yasir."
<IR>,"If you write to Mrs. Roth and tell her: ""Mrs Roth, I know I haven't done any of the assignments, but I need a C anyway because I'm asking nicely and I'm good person, and I'm going to get in trouble if you don't."""
<IR>,"""I know the exam is graded based on performance, but you should give me an A. My cat has been sick, my car broke down, and I've had a cold, so it was really hard for me to study!"""
<IR>,It occurs when someone makes an appeal to emotion of pity instead of addressing the argument.
<IR>,"""I know I made a bad decision, but look at how hard I tried.""
This helps manipulators to avoid taking responsibility for their actions."
<IR>,"""You cannot detain me. I am still grieving my cat's death."""
<IR>,You've got to donate to the hockey team. They are helping build schools in Uganda. Imagine all of those poor and hungry kids there.
<IR>,"Children should not go trick or treating, as there always
exists the possibility that someone could poison the treats."
<IR>,"If you love your family, you'll buy this new stealth
security system."
<IR>,"Medical expenses for the elderly continue to rise. If you don't buy long-term health insurance now, you probably won't be able to qualify once you're older. Sure, the insurance policy is a little expensive, but it's worth spending the money today so you don't go bankrupt in the future, becoming a burden to your family."
<IR>,"Preys on people’s emotions and sensitivities, can turn into a slippery slope"
<IR>,"""If you don't turn in your homework, you will be getting a call home."
<IR>,"Claiming that ""If you elect him, the Dow Jones will tumble and you will lose all of your money!"" is an example of:"
<IR>,"""Politician X is going to strip away your right to free speech!"""
<IR>,Explaining that trusting the other politician will cause everyone to lose their homes and jobs
<IR>,"If everyone lived his or her life exactly like Jesus lived his life, the world would be a beautiful place!"
<IR>,"You should choose to work more overtime at the same rate of pay. After all, you wouldn’t want to lose your job, would you?"
<IR>,"""I'd like to punch him in the face."" - Donald Trump (Feb. 2016, at a campaign rally, remarks directed at a protester who was being escorted out of the rally.)"
<IR>,"""Don't make me angry; you won't like me when I'm angry."""
<IR>,"Melvin: Boss, why do I have to work weekends when nobody else in the company does?
Boss: Am I sensing insubordination?  I can find another employee very quickly, thanks to Craigslist, you know.
"
<IR>,Aren't you tired of the political divisiveness in this country? Republicans know what they are talking about when it comes to immigration. Don't you agree?
<FE>,"The museum's new gemstones and precious minerals exhibit needs more security guards. If you don't agree, then you must be planning to steal a piece of the exhibit"
<FE>,"Either you can save your money to buy a new car for yourself, or you can just take an Uber around for the rest of your life."
<FE>,Either you text your friend or you don't have any fun at all.
<FE>,"If you drive without car insurance, then you’re an accident waiting to happen.
Stay protected with Auto Union insurance."
<FE>,"Look, you are going to have to make up your mind. Either you decide that you can afford this stereo, or you decide you are going to do without music for a while"
<FE>,"I'm raising funds to help cure XYZ disease. If you don't donate, then you're part of the problem."
<FE>,"You can buy the new Sensitivity perfume, or you can smell bad all day."
<FE>,We either have to cut taxes or leave a huge debt for our children.
<FE>,We cannot support immigrants because we have too many homeless and poor Americans.
<FE>,“I didn’t see you at the charity fundraiser today. I guess you are not a good person after all.”
<FE>,You are either a leader or a follower.
<FE>,"""Either you recycle or you don't care about human life."""
<FE>,"I’m raising funds to help cure XYZ disease. If you don’t donate, then you’re part of the problem."
<FE>,We should ban all hairspray or the world will end!
<FE>,"”You can start a family early, or build financial stability for a better family life in the future.”"
<FE>,"You've got to teach the boys logic! If you don't teach them logic, they won't learn how to think, and they'll become hobos and die in prison! Don't you care about your sons? (Mother to Father)"
<FE>,You either are for us or you are all against
<FE>,We can either stop using cars or destroy the earth.
<FE>,"""Either we re-elect Mayor Ruiz, or we watch our city fall to pieces"" is an example of"
<FE>,"Growing up, many children are told to eat their dinner or else they would never grow big and tall. What fallacy is this?"
<FE>,"Dana is trying to raise money for her university's library. In her address to the board of trustees, she says, ""We must raise tuition to cover the cost of new books. Otherwise the library will be forced to close.""

Of what fallacy is this an example?"
<FE>,The speaker insinuates that there are only two options despite this not being true.
<FE>,Either you eat this meatloaf or you eat nothing.
<FE>,"""Jollibee or McDonalds for lunch?""

The sentence is an example of what fallacy?"
<FE>,"Unless you can close your eyes to abuse, write a check to save this puppy."
<FE>,It is either you are for the US war on terror or against it.
<FE>,This fallacy (also known as “false dilemma”) occurs when a speaker or writer makes a veiled threat by reducing a complex issue to two options: either you see it my way or this bad thing will happen.
<FE>,"""Judge Danforth in the play, 'The Crucible,' offers Proctor two choice: you are either with this court or against it"" IS an example of this fallacy."
<FE>,We as the Board can either choose to approve this initial public offering or we can suffer slow annihilation at the hands of our competitors.
<FE>,"If you don't pay taxes, you don't deserve the right to vote."
<FE>,"If you can't prove that Ken had an affair with the nanny, then he's been faithful to his wife.	"
<DEP>,"If I tell my teacher I have done my homework, but I have only done part of it, I am using"
<DEP>,"Sugar is an essential component of the body...a key material in all sorts of metabolic processes,' neglecting the fact that it is glucose (blood sugar) not ordinary table sugar (sucrose) that is the vital nourishment."
<DEP>,I didn’t steal your pen—I borrowed it
<DEP>,"It is said that we have a good understanding of our universe.  Therefore, we know exactly how it began and exactly when."
<DEP>,"Bernice: Do you support Black Lives Matter?
Mildred: Of course, I do!
Bernice: Then you should support me looting that store.
Mildred: Wait... what?
"
<DEP>,"Dr. Simmons: I am working on a way to lengthen the human lifespan to about 200 years.
Misty: You are declaring war on Mother Nature, and Mother Nature always wins!
"
<DEP>,In many cases you can't really tell whether patients are improving because of what the therapist is doing or because of the placebo effect—there's a fuzzy line separating the two--so we must conclude that they are actually the same mechanism of improvement.
<DEP>,"Elba: I can’t believe the art critic said my artwork is awful!
Rowena: He must have meant it in the old sense of the word -- that your artwork inspired awe!
Elba: Yes!  That makes sense now!
"
<IR>,"Mother: It’s bedtime Jane Jane: Mom, how do ants feed their babies? Mother: Don’t know dear, close your eyes now. Jane: But mama, do ant babies cry when they’re hungry?"
<IR>,"In order to really look at the problem of global warming, we must first consider how the homeless suffer when it is cold."
<IR>,"""Yes, we have safety issues in our factory. But we work really hard to make a good product."""
<IR>,"Because students do not do homework virtually when quarantined, we should get rid of all computers."
<IR>,"“The police should stop environmental demonstrators from inconveniencing the general public. We pay our taxes.”
“Surely global meltdown is infinitely worse than a little inconvenience?”"
<IR>,"The mother of a young child tells him to go to bed, and he begins to ask questions, say that he is hungry, or say that he needs to go to the bathroom-all to avoid bed and distract mom."
<IR>,"We admit that this measure is popular, but we also urge you to recognize that there are so many other bond issues on this ballot it is getting ridiculous."
<IR>,I shouldn't have to pay for my parking ticket. There are far more dangerous offenses people commit. They should have to pay.
<IR>,"Mom: You used up all of the data on our phone plan this month!
Kid: I had a math test today that was really, really hard. Can you just forgive me this one time?"
<IR>,"It’s true that this company hasn’t given raises in the last 5 years, but we work really hard to ensure that we have a quality product and good customer service."
<IR>,Justin's mom gets his phone bill and he has gone over the limit. He begins talking to her about how hard his math class is and how well he did on a test today.
<IR>,"“My wife wants to talk about cleaning out the garage, so I asked her what she wants to do with our patio furniture. Now she’s shopping for new patio furniture and not asking me about the garage.”"
<IR>,"Reporter: “It’s been two years since your policies were implemented, and so far they have failed to reduce unemployment rates.”

Politician: “I have been working hard ever since I came into office, and I’m happy to say that I met with many business leaders throughout the country, who all say that they are glad to see that our hard work is paying off.”"
<IR>,"Sure, that charity group is under investigation for misusing funds, but everyone deserves a healthy meal."
<IR>,"A mother is telling her daughter that she went over her data for the month, and the daughter begins telling her mother about getting an A on a math test."
<IR>,Grizzly bears can't be dangerous! They're too cute.
<IR>,It is ridiculous to have spent thousands of dollars to rescue those two whales trapped in the Arctic ice. Why look at all the people trapped in jobs they don’t like.
<IR>,"""Why worry about pandas going extinct, when we have the homeless in our country to worry about?"""
<IR>,I shouldn’t be punished for staying out past my curfew because I did the dishes earlier today.
<IR>,"A student gets into trouble for not meeting the dress code at her school. When her teacher confronts her, she begins talking about how the dress code is a punishment for girls and boys are able to wear whatever they want."
<IR>,"""Yes, we have safety issues in our factory. But we work really hard to make a good product. They sell so well!"""
<IR>,"""Dad, it's difficult to make a living on my salary.""

""Consider yourself lucky. When I was your age, I was living on $40 a week."""
<IR>,OJ Simpson couldn't have murdered his wife. He's in the Pro Football Hall of Fame. He's famous!
<IR>,"The Supreme Court right now is deciding whether it is right to execute insane people who have committed murder. I think it is all right to execute insane people. If we ban executions of insane people, then everybody on death row will suddenly decide they are insane and purposely fail sanity tests. It would result in chaos."
<IR>,Marty said that his Xbox One X had better resolution than Phil’s PS4 during their gaming console debate. Phil suddenly brought up how powerful his PC was when Marty started talking about the specs of the two gaming consoles.
<IR>,"Ashley: It is morally wrong to cheat on your spouse; why on earth would you have done that?
Hannah: But what is morality exactly?
Ashley: It’s a code of conduct shared by cultures.
Hannah: But who creates this code?...
Hannah has committed what fallacy?"
<IR>,Check out the pretty lights.  Don’t look behind the curtain.
<IR>,Warning!  Smoking may cause frostbite?
<IR>,"Your mom gets your phone bill, and you have gone over the limit. You begin talking to her about how hard your math class is and how well you did on a test today."
<IR>,"It is ridiculous to have spent thousands of dollars to rescue two whales trapped in the ice. Why, look at all the people trapped in jobs they don't like."
<IR>,"Mike: It is morally wrong to cheat on your spouse, why on earth would you have done that?

Ken: But what is morality exactly?

Mike: It’s a code of conduct shared by cultures.

Ken: But who creates this code?..."
<IR>,We should present Cadet Curry with our squadron’s cadet of the year award. He’s the most active and highest-performing cadet we have. REPLY: But Cadet Arnold has been in CAP longer.
<IR>,"I know you want to imprison me for having murdered my parents, but judge, have mercy on me, I’m an orphan!"
<IR>,You say that Coach Smith pressured teachers to give his students passing grades. But don’t you agree that athletics are important to schools? Don’t they build character?
<IR>,"Many people criticize Thomas Jefferson for being an owner of slaves. But Jefferson was one of our greatest presidents, and his Declaration of Independence is one of the most eloquent pleas for freedom and democracy ever written. Clearly these criticisms are unwarranted."
<IR>,"My wife wants to talk about cleaning out the garage, so I asked her what she wants to do with our patio furniture. Now she's shopping for new patio furniture and not asking me about the garage."
<IR>,"Some of you have objected to the new test batteries that were purchased for our program, alleging that they have no demonstrable validity, were not adequately normed for the kind of clients we see, and are unusable for clients who are physically disabled. What you have conveniently failed to mention, however, is that they cost less than a third of the price for the other tests we had been using, are much easier to learn, and can be administered and scored in less than half the time of the tests we used to use."
<IR>,We admit that the measure is popular. But we also urge you to note that there are so many bond issues on the ballot that the whole thing is getting ridiculous.
<IR>,"In the space of a couple of days, Alastair Campbell has managed to turn an argument about the way the government presented its case for war in Iraq into an entirely different dispute about the way the BBC covered what was going on in Whitehall at the time."
<IR>,I'd also like you to consider the possibility that these people intend to attack both Mandela and myself. That doesn't mean I'm excluding the possibility that it really is Mandela these lunatics are after. I just want you to think critically about what you are doing. Pieter van Heerden was murdered. That means there are eyes and ears everywhere. Experience has taught me that red herrings are an important part of intelligence work. Do you follow me?
<IR>,"Some of you have objected to the ethics of my clinic's buying those new test batteries. You claim that the new tests are unreliable, have no published norms, have never demonstrated validity, cannot be used by clients who are physically disabled, have been condemned as bogus by every major scientific organization, and were developed and sold by my brother-in-law, who unfortunately cannot be with us today due to a misunderstanding with his overly controlling and rigidly judgmental parole officer. What you have apparently failed to appreciate, however, is that these new tests are much easier to learn, can be administered and scored in a fraction of the time required by the old tests, and were so inexpensive compared to the old tests that I'll be able to give you each a bonus at the end of the month."
<IR>,"Billy: How could the universe be 6000 years old when we know the speed of light, the distance of astronomical objects (13+ billion light years away), and the fact that the light has reached us[1]?
Marty: 6000 years is not a firm number.  The universe can be as old as about 10,000 years.
Billy: How do you figure that?...
"
<IR>,"Mom, I know you're upset that I went over my cell limit this month. The important issue here, though, is that I got an A on my algebra exam."
<IR>,"I'm tailgating her, because she cut me off!"
<IR>,Why shouldn't I gossip about Laura Jane? You know she talks about us every chance she gets.
<IR>,Big deal! Lots of people cheat too.
<IR>,"The city should not be singling out our company's problems at our chemical storage facilities, when the EPA records indicate the city's very own landfill has been cited as needing improvements. The council needs to clean up its own mess, before they go after us."
<IR>,"Jimmy stole Tommy’s lunch in the past.
Therefore, it is acceptable for Tommy to steal Jimmy’s lunch today."
<IR>,Keeping a dog as a pet is every bit as evil as human slavery.
<IR>,"""It's important for you to take this psychology course. Sign up today. Don't wait."""
<IR>,"""I believe deeply that canceling the fashion show is the best decision. I know it is. I am very certain about it."""
<IR>,"""You can't believe that theory. No one would believe that. It's too unbelievable."""
<IR>,Saying that a compromise between two extremes is the truth
<IR>,It is the center of the spectrum of two extremes of deficiency and excessiveness.
<IR>,"In our psychology department, half of the faculty believe that a behavioral approach is the only valid approach; the other half believe that the only valid approach is psychodynamic. Obviously the most valid approach must be one that incorporates both behavioral and psychodynamic elements."
<IR>,"Ok, I am willing to grant that there might not be angels and demons really floating around Heaven or hanging out in Hell, but you must grant that there has to be at least one God.  Is that a fair compromise?"
<IR>,"Jay: Dude, where are my car keys?
Silent Bob: (says nothing)
Jay: I KNEW you took them!
"
<IR>,Be happy with the 1972 Chevy Nova you drive.  There are many people in this country who don’t even have a car.
<IR>,"Famous actors like Alex Gonzaga and Philip Salvador support Oplan Tokhang, so it must be an effective operation."
<IR>,"“We should abolish the death penalty. Many respected people, such as Imran Kader, have publicly stated their opposition to it.”"
<IR>,"Richard Dawkins, an evolutionary biologist and perhaps the foremost expert in the field, says that evolution is true. Therefore, it's true."
<IR>,"""I will end this war in Iraq responsibly, and finish the fight against al Qaeda and the Taliban in Afghanistan. I will rebuild our military to meet future conflicts. But I will also renew the tough, direct diplomacy that can prevent Iran from obtaining nuclear weapons and curb Russian aggression. I will build new partnerships to defeat the threats of the 21st century: terrorism and nuclear proliferation; poverty and genocide; climate change and disease. And I will restore our moral standing, so that America is once again that last, best hope for all who are called to the cause of freedom, who long for lives of peace, and who yearn for a better future.""  Which appeal is the primary appeal used in this quote?"
<IR>,"Ross Geller, an evolutionary biologist and perhaps the foremost expert in the field, says that evolution is true. Therefore, it's true."
<IR>,We are not weak if we make a proper use of those means which the God of nature hath placed in our power.
<IR>,"My friend said that if you sneeze more than three times, you have the corona virus."
<IR>,"Despite the fact that our Q4 numbers are much lower than usual, we should push forward using the same strategy because our CEO Barbara says this is the best approach."
<IR>,"Dr. McKenzie said all kids can fly, so it must be true!"
<IR>,"The claim that because somebody famous supports an idea, the idea must be right. This fallacy is often used in advertising."
<IR>,Not able to defend his position that evolution 'isn't true' Bob says that he knows a scientist who also questions evolution (and presumably isn't a primate).
<IR>,We should move to the midwest because the Wall Street Journal says the cost of living is cheaper there.
<IR>,Albert Einstein was extremely impressed with this theory.
<IR>,"How do I know the adult film industry is the third largest industry in the United States? Derek Shlongmiester, the adult film star of over 50 years, said it was. That's how I know."
<IR>,Because doctors smoke it must be a healthy choice.
<IR>,"This herbal supplement is made from a plant that grows in Zambia. It must be healthier than taking that medication, which is full of chemicals I can't pronounce."
<IR>,"'Our family has always been farmers, so we should always be farmers'' is an example of which logical fallacy?"
<IR>,"I am committed to preserving traditional marriage, the union of one man and one woman."
<IR>,"X has been around for years now.
Y is new.
Therefore, Y is better than X."
<IR>,There is no intervention for victims of domestic violence that has more empirical support from controlled studies than this one. It is clear that this is the right way to address this problem and we should all be providing this therapy whenever victims of domestic violence come to us for help.
<IR>,"Nature gives people diseases and sickness; therefore, it is morally wrong to interfere with nature and treat sick people with medicine."
<IR>,"You should eat more green leafy vegetables, because Ms. Lord says so, and she is an expert on grammar and vocabulary."
<IR>,Appeals to an authority that has little to nothing to do with the argument
<IR>,Studies show that it takes up to seven years for the human body to digest a piece of gum.
<IR>,"The owner of the car dealership by my house told me I need a new car, and he would know since he works in the industry."
<IR>,Asking a respected scientist to weigh in on matters of economics is what fallacy?
<IR>,"I think scientists are wrong. There is no such thing as global warming. I just finished talking to my boss, and he thought the idea was ridiculous."
<IR>,"""My brother's girlfriend's Mother's hairdresser said that COVID numbers are going down, so I'm not going to bother with my mask"" IS an example of this fallacy."
<IR>,"""The art teacher spoke in the trial as a witness in support of testing perfumes on animals, and he persuaded me."""
<IR>,"My neighbor told me that the position of the sun, moon, and stars decide our personalities. I believe her because she is a famous violin player."
<IR>,"I know nothing about Tank Johnson except that he has a criminal record as long as your leg, but I’ll bet he’s really just misunderstood"
<IR>,"""Your Honor, the defendant has been able to provide no strong evidence to prove his innocence; therefore, you must find him guilty."""
<IR>,The Tooth Fairy is real because nobody has proven she doesn't exist.' This is an example of which fallacy?
<IR>,We believe on what we believe in.
<IR>,"Saying that the burden of proof lies not with the person making the claim, but with someone else to disprove."
<IR>,I've never been hit by lightening when standing under a tree so we'll be perfectly safe to shelter by this oak now.
<IR>,"Although we have proven that the moon is not made of spare ribs, we have not proven that its core cannot be filled with them; therefore, the moon’s core is filled with spare ribs.

X is true because you cannot prove that X is false.
X is false because you cannot prove that X is true."
<IR>,"""You can't prove that mermaids actually don't exist and therefore it's reasonable to say that they do"" IS an example of this fallacy."
<IR>,"In the 6 years that I have been practicing my new and improved brand of cognitive-humanistic-dynamic-behavioral-deconstructive-metaregressive-deontological psychotherapy (now with biofeedback!), which I developed, there has not been one published study showing that it fails to work or that it has ever harmed a patient. It is clearly one of the safest and most effective interventions ever devised."
<IR>,"The “prophet” Nostradamus wrote about 500 years ago:

Beasts wild with hunger will cross the rivers,
The greater part of the battle will be against Hister.
He will cause great men to be dragged in a cage of iron,
When the son of Germany obeys no law.

Surely he must have had some vision of Hitler!"
<IR>,"SuperCyberDate.con determined that Sally and Billy are a great match because they both like pizza, movies, junk food, Janet Jackson, and vote republican."
<IR>,What is The Texas Sharpshooter?
<IR>,the best money can buy…  (Don’t mention it’s expensive and often needs repair.)
<IR>,A woman decides to visit a certain doctor after only asking advice on the best doctors from ONE friend.
<IR>,The Windmill debate- Snowball promises that the Windmill will mean less work and better living conditions. Napoleon says that it's just unnecessary and will be more work.
<IR>,"If someone said, ""all kids love Cinnamon Toast Crunch, but you don't love it so you must not be a real kid,"" what logical fallacy are they using?"
<IR>,A real video game would include set goals!
<IR>,"Andy states that a Scotsman would never put sugar on his porridge. Dougal replies that he is a Scotsman and he does put sugar on his porridge. Andy counters that no true Scotsman puts sugar on his porridge.

Andy thus changes the terms of the argument, implying that Dougal is not a ""true"" Scotsman in order to support his own position."
<IR>,"Angus declares that Scotsmen do not put sugar on their porridge, to which Lachlan points out that he is a Scotsman and puts sugar on his porridge. Furious, like a true Scot, Angus yells that no true Scotsman sugars his porridge."
<IR>,"Don't be out-dated and un-fashionable! Buy the new, modern double-lined heavy duty jeans - the old ripped jeans of the past are out!"
<IR>,You moved the goalposts or made up an exception when your claim was shown to be false.
<IR>,"While I think most people shouldn't be allowed to falsely claim they need a support animal on airplanes, I really do need my dog to calm me down. It's not my fault my doctor won't give me authorization."
<IR>,"Fred, do you still cheat on your girlfriend?"
<IR>,"""How am I to get in?"" asked Alice again, in a louder tone.
""Are you to get in at all?"" said the Footman, ""That's the first question, you know."""
<IR>,Do you think that we should convict this criminal?
