label,article
<FU>,"I guess I should buy my 12 year old daughter an iPhone. Everyone at her school has one, and I want her to fit in with the other kids."
<IR>,"Calling Senator Warren ""Pocahontas,"" instead of debating her ideas on cancelling student loan debt is an example of:"
<WCB>,"Cellphones weren’t invented before I was born. Now, they are everywhere! Therefore, cellphones were created because I was born."
<WCB>,“The economy has improved greatly because of the new president.”
<IR>,"Teacher: Why don’t you have your homework today?

Student: Well, I did my homework. I was actually really interested in all that info about the quadratic formula. Would you like to hear the song that I wrote to memorize it?"
<WCB>,I bought new shoes then my head started itching. I must be allergic to the shoes.
<IR>,Don't buy any of the clothes made by that company. Most of them are made in China so they must be cheap.
<G>,Having a television rating system is like being in prison.  Both infringe on one's rights.
<IR>,"""Dra. Vicky Belo said that all kind of cars need fuel to start.""

What fallacy is being committed in the sentence above?"
<IR>,"Brandon: We should have tastier lunches!
Jaylen: Don't listen to him! He's a terrible person! I saw him trip another student and steal his lunch money!"
<G>,I can't trust the mayor or the governor. All politicians must be liars.
<IR>,"Professor, you have to give me an A on this paper. I know I only turned in a sentence and some clip art, but you have to understand, my grandmother suddenly died while traveling in the Northern Yukon, and her funeral was there so I had to travel, and my parents got divorced in the middle of the ceremony, and all the stress caused me to become catatonic for two weeks. Have some pity — my grandmother's last wish was that I'd get an A in this class."
<DEP>,"The priest told me I should have faith.
I have faith that my son will do well in school this year.
Therefore, the priest should be happy with me."
<IR>,"She asserts that we need more military spending, but that is false, since she is only saying it because she is a Republican."
<RR>,"Pvt. Joe Bowers: What are these electrolytes? Do you even know?
Secretary of State: They're... what they use to make Brawndo!
Pvt. Joe Bowers: But why do they use them to make Brawndo?
Secretary of Defense: [raises hand after a pause] Because Brawndo's got electrolytes."
<IR>,SM 5: Argument regarding insanity as a defense against execution
<IR>,"Trump asked Clinton about her “33,000“ deleted emails, but Clinton responds by correcting him rather than addressing the deleted emails: “Not — well, we turned over 35,000, so…”"
<IR>,"As a police officer who has worked for the city for 15 years, I have been a witness to distracted drivers and something needs to be done."
<IR>,"Speaker 1: I'll never talk.
Speaker 2: We have ways of making you talk."
<FU>,What persuasive technique is being used in this photo?
<WCB>,"P1. Smoking has been empirically proven to cause lung cancer.
C. Therefore, if we eradicate smoking, we will eradicate lung cancer."
<WCB>,"Mom: Watching TV that close will make you go blind, so move back!
Jonny: That is B.S., Mom. Sorry, I am not moving.
"
<IR>,"Without this additional insurance, you could find yourself broke and homeless."
<RR>,The President said he will not allow disrespectful dissent.
<IR>,"Audrey: I am a human being. I am not a cyborg from the future here to destroy humanity.

Fred: Prove that you are human! Cyborgs don't pass out when they lose a lot of blood. Here's a knife.

Audrey: Get to bed, Freddie. And no more SYFY channel before bed!"
<IR>,Using a double standard or arguing for an unjustified exception.
<G>,Atheists are morally bankrupt.
<IR>,"Although we have proven that the moon is not made of spare ribs, we have not proven that its core cannot be filled with them; therefore, the moon’s core is filled with spare ribs."
<G>,"If we use just one more can of hairspray this month, earth as we know it will no longer exist."
<WCB>,My child was diagnosed with autism after receiving vaccinations. That is proof that vaccines are to blame.
<IR>,He can't be a great athlete; he cheated on his wife.
<WCB>,"The economy continues to grow as the number of ""likes"" on my Instagram account continue to increase. Clearly, the two are linked."
<RR>,Global warming doesn’t exist because the earth is not getting warmer
<G>,"My mother has always told me not to drink milk after eating fish because she knows a friend whose skin got patched after drinking milk and eating fish together. Besides, many other people have told me the same thing so it must be true."
<G>,news organizations are Fake News?
<IR>,"When you are late getting home-past curfew-you distract your parents by talking to them about the weather-how cold it is, or how rainy it is."
<G>,"Callie: Did you know that Jake Tooten was a racist?
Chris: I know Jake well. Why do you say he’s a racist?
Callie: He was on a podcast the other day...
Chris: Did he say something racist?
Callie: No, but the podcast host did an interview two years ago with a woman who said she supported an organization that had a history of racism back in the 1960s. Jake clearly supports racism!
"
<G>,"Saying things like ""ALL teenagers are irresponsible"" would be an example of which type of fallacy?"
<RR>,"Dicky: So how do you think life began?
Ralphie: Simple.  Aliens from another planet seeded this planet with life billions of years ago.
Dicky: OK, but how did that alien life form begin?
Ralphie: Simple.  Aliens from another planet seeded that planet with life.
"
<IR>,Of course we should buy an Apple computer whenever we need a new computer. We have been buying Apple as far back as anyone can remember!
<FE>,It is an example of
<WCB>,"Joey's refrigerator broke after Rachel moved in; therefore, Rachel caused Joey's refrigerator to break."
<IR>,"""My three decades of experience in public service, my tireless commitment to the people of this community, and my willingness to reach across the aisle and cooperate with the opposition, make me the ideal candidate for your mayor.""  Which appeal is the primary appeal used in this quote?"
<IR>,Why doesn't Tim get a real job like normal people instead of trying to launch that Internet business from home?
<WCB>,"Violence among teens has risen the last five years. Video game playing among teens has also risen the last five years. Therefore, playing video games causes teens to be violent."
<FU>,"The new iPhone comes out this weekend! If you don't get it, you're not cool!"
<FE>,Either you are with me or you are against me.
<G>,"""All Muslims are terrorists"" is an example of"
<G>,I can't understand why people are complaining that it's difficult to find a job in this job market. My daughter and I got jobs without any trouble.
<IR>,(Ignoring the Question): when a rebuttal doesn't address the question 
<G>,"If indoor smoking laws are passed for bars, the bars will go out of business since people who drink, smoke while they drink."
<IR>,Have you stopped cheating on exams?
<G>,"Gas prices have been rising steadily these past few years. Thus, the cost of car ownership is higher than it was previously."
<RR>,"America is the best place to live, because it's better than any other country."
<RR>,Starbucks is the best because it's expensive.
<WCB>,"“President Kumail raised taxes, and then the rate of violent crime went up. Kumail is responsible for the rise in crime.”"
<FE>,You're with us or you're against us.
<RR>,Smoking pot is against the law because it is wrong; I know it is wrong because it is against the law
<G>,"This crash will likely damage the reputation of Malaysia Airlines, which will hurt the tourism industry of Malaysia and ruin their economy."
<FU>,AttP 11: It is okay to walk across Mr. Jones's property as evidenced by other people walking on his property.
<IR>,Have you accepted the fact that most environmental studies don’t support global warming?
<G>,"""My uncle eats pizza and cake and he is thin. Pizza and cake aren’t the cause of obesity. "" is an example of"
<G>,"“If we allow gay people to get married, then the next thing you know people will be wanting to marry their pets!”"
<FU>,"The majority of people believe advertisers should spend more money on billboards, so billboards are objectively the best form of advertisement."
<G>,All football players are dumb jocks.
<G>,Some teenagers in our community recently vandalized the park downtown. Teenagers are so irresponsible and destructive.
<IR>,"Your friend says, ""You can't prove that space aliens don't exist, so they must be real."" This is an example of which logical fallacy?"
<IR>,He’s just a psychology teacher at a community college
<IR>,We should move to the Midwest because Mujtaba from the Wall Street Journal says the cost of living is cheaper there.
<G>,"""If you don't cancel your cable, then..., then...., and you'll wake up in a ditch."" This is an example of..."
<FU>,"The phrase ""Ninety percent of all people surveyed said that McDonalds is better than Burger King, so we can confidently say we are the best."" represents which fallacy?"
<G>,"Sarah loves to wear running shoes, all girls must like to run."
<G>,Allowing gay marriage puts us on the way to polygamy and bestiality
<G>,Did you really vote for Donald as class treasurer? Didn't you hear that his uncle was imprisoned for embezzling $1.5 million?
<RR>,Andanar is unfit for the position because he seems unqualified for it.
<G>,Kevin's grandparents do not know how to use a computer. Kevin thinks that all older people must be computer illiterate.
<G>,"I know that our TV advertisements are more effective than radio. The numbers show that we hit twice the audience with TV, and our focus groups remember the TV commercial 38 percent more than the radio slot."
<DEP>,The writer or speaker intentionally misleads the audience by using a word with a double or ambiguous meaning.
<FE>,"Whilst rallying support for his plan to fundamentally undermine citizens' rights, the Supreme Leader told the people they were either on his side, or they were on the side of the enemy."
<FU>,"If you had school pride like the rest of us do, you would wear a mountain lion costume every day."
<IR>,"You call the Marcoses murderers and plunderers yet you cannot lend me money for my school project, murdering my chance for a higher grade. You are just like them."
<IR>,"I’m know Joe Bob’s my boss, but I’m not going to take orders from someone who can’t even dress professionally for work."
<FU>,Verizon advertising the newest Samsung Galaxy phone that they claim everyone else who has bought it loves the new product.
<RR>,Nike's are great because they're awesome.
<G>,"President Obama’s decision to arm Syrian rebels, however meagerly, has all but doomed us to an Iraq-style debacle"
<IR>,"""Aliens must exist because there is no evidence that they don't exist."""
<DEP>,"Speaker 1: Did you torture the prisoner?
Speaker 2: No, we just held him under water for a while, and then did a mock hanging."
<RR>,"we can't have the public option, because if we do, health care reform won't get the votes of senators like him."
<RR>,"Witchcraft remains our most urgent spiritual problem because it threatens
our very souls."
<IR>,"If we allow cadets to apply for encampment online, we’d save everyone lots of headaches. REPLY: No. We’ve always made cadets apply using a paper form."
<FU>,"The phrase, ""Almost everyone that was asked said that McDonalds is better than Burger King, so it must be true,"" represents which fallacy?"
<FE>,Politician: We have to decide if we are going to support school choice or if we are going to support failing schools. Those are the only two options.
<G>,“There aren’t any good restaurants in Sydney; I tried two and they were both horrible.”
<IR>,"I don't think we need to talk to the people in the Justice Department about the practicality of enforcing this bill. The Justice Department is full of Democrats, and they are already biased against it."
<RR>,Why should we put people on trial when we know they are guilty?
<IR>,"Billy - ""Spanish is easy."" Bobby - ""Don't listen to Billy; he failed Spanish class last year. """
<WCB>,"Every time we sacrifice virgins, it rains. Therefore, sacrificing virgins causes it to rain."
<WCB>,"I broke my mirror this morning, AND I failed my Civics test. I must've failed because the mirror gave me bad luck."
<WCB>,"Every time that rooster crows, the sun comes up. That rooster must be very powerful and important!"
<IR>,"Jack: I have tiny, invisible unicorns living in my anus.
Nick: How do you figure?
Jack: Can you prove that I don't?
Nick: No.
Jack: Then I do.
"
<G>,"In both of the murder mysteries I have read, the District Attorney was the culprit. All mystery writers like to make lawyers out to be villains."
<IR>,"Yes, I do think that all drunk drivers should go to prison, but your honor, he is my son!  He is a good boy who just made a mistake!"
<IR>,"My opponent suggests that lowering taxes will be a good idea -- this is coming from a woman who eats a pint of Ben and Jerry’s each night!
Mi oponente sugiere que bajar los impuestos será una buena idea, ¡esto viene de una mujer que se come una pinta de Ben y Jerry cada noche!"
<IR>,"I am going into surgery tomorrow so please pray for me.  If enough people pray for me, God will protect me from harm and see to it that I have a successful surgery and speedy recovery."
<G>,"I know for a fact that ghosts exist. My friend, who is a very reliable person, has seen ghosts on many occasions."
<FE>,Vote for me or live through four more years of higher taxes.
<IR>,What drugs were you on?
<IR>,"Sure, we haven't given raises in over five years to our employees, but we work really hard to make a good product. We try to ensure the best customer service, too."
<IR>,"Cocaine is all natural; therefore, it is good for you."
<G>,"Asserting that if we allow ""A"" to happen, then ""Z"" will consequently happen too, therefore ""A"" should not happen."
<FE>,Force people to choose between two extreme choices intentionally ignoring the whole spectrum of other possibilities.
<FU>,"""everyone is doing it"" mentality"
<DEP>,"It is said that we have a good understanding of our universe. Therefore, we know exactly how it began and when."
<FE>,"""Either we have the full football season or we scrap it altogether and have zero football"" IS an example of what fallacy?"
<IR>,Do you still beat your wife?
<IR>,"My doctor is overweight, so I don't believe anything he tells me about improving my health."
<IR>,"Marriage has traditionally been between a man and a woman; therefore, gay marriage should not be allowed."
<G>,"Almost all of the students I talked to said that they don't like the senator. I'm sure he'll lose the election on Tuesday.
Which logical fallacy is represented here?"
<WCB>,She took a drink from the drinking fountain yesterday and now she's sick. It must have been the public fountain that made her sick.
<IR>,This is an example of what logic fallacy?
<IR>,Compares minor problems with much more serious crimes
<RR>,"The reason the firmament, a tent-like structure that kept the “waters above” from flooding the earth as described in the Bible, is no longer there today, is because it was destroyed during Noah’s flood.
"
<WCB>,Texting has killed people’s ability to write in complete sentences with proper grammar.
<IR>,"If your neighbor robs a bank, should you go to jail? is an example of....."
<G>,"The anti-terrorist laws that monitor international currency transfers, phone calls, and emails are the first step to turning our fragile democracy into a new Nazi regime."
<IR>,"How can you tell me I should exercise to lose weight? All you do is sit behind a desk all day. I've never seen you do a lick of exercise.

Identify the logical fallacy commited in this argument."
<IR>,"You never even finished law school, so why should I trust you to watch my children?"
<WCB>,"""Every time my sister uses hairspray, it is an extremely hot day"" is an example of"
<IR>,"My political candidate gives 10% of his income to the needy, goes to church every Sunday, and volunteers one day a week at a homeless shelter. Therefore, he is honest and morally straight.
Explanation: What information was left out of the example is that this same candidate gives 10% of his income to needy prostitutes in exchange for services, goes to the bar every Sunday after church (and sometimes before), and only works at the homeless shelter to get clients for his drug dealing business."
<IR>,"""Then we had a death. A 32-year-old woman hemorrhaged to death as a result of a cervical laceration. I finally realized, we weren't helping women - we were destroying them."""
<FU>,"This fast food chain claims that they've served five billion people, so they must have the best hamburger in town. Five billion people can't be wrong!"
<FU>,SM 3: Polls concerning global warming
<WCB>,Every severe recession follows a Republican Presidency; therefore Republicans are the cause of recessions.
<WCB>,"The flu vaccine comes out every year just before the holidays, then people go and spend a lot of money. Therefore, businesses are secretly using the flu vaccine as a mind control device to increase holiday spending."
<G>,"""Everyone who likes pizza likes pepperoni"" is an example of"
<IR>,"""The logic teacher was hired to fill the new computer animation class. He is a great admirer of Pixar's work and will do a great job."""
<IR>,"Animals tread softly upon the earth without shoes, so all other living beings should follow suit."
<IR>,", rather than on his arguments or opinions."
<RR>,"Bill: I think capital punishment is wrong.
Adam: No it isn't. If it was wrong, it wouldn't be legal.
Of which fallacy is this an example?  http://www.funtrivia.com"
<FU>,"""I bought a ticket to win a new car at the mall, since I have never won anything like that in the past."""
<IR>,"Aaron Rodgers says you should get State Farm Insurance on your home, car, motorcycle, or trailer!"
<FE>,"You can look cool in our clothes, or you can look like a loser."
<IR>,"Mr. Equalminded's idea for implementing affirmative action in the university's admission process is complete folly. He says he wants the student body to represent diversity in the community. But that's ridiculous. I suppose this means we'll have to throw out our academic standards while were at it. After all, if we're going to let students into our prestigious institution just because of their gender of the color of their skin, then what's going to happen to our reputation?"
<G>,Decriminalizing marijuana turns the U.S. into a stoner nation
<IR>,"Sometimes kids ride skateboards and fall off, breaking their arms or legs. Clearly, riding a skateboard is extremely dangerous. Don’t you think skateboards should be banned?"
<DEP>,"A warm beer is better than a cold beer. After all, nothing is better than a cold beer, and a warm beer is better than nothing."
<G>,Confession is good for the soul.
<G>,"Chihuahuas are good inside dogs. German Shepherds are dogs; therefore, German Shepherds would be good inside dogs, too."
<WCB>,"David: We have way too much police presence in this city.
Pete: What are you going to do about it?
David: Vandalize, loot, and perhaps a little arson.
"
<FE>,"""America: Love it or leave it""
This is an example of which kind of logical fallacy?"
<IR>,This seat belt ad is using which type of persuasive appeal? It has a picture which might make people feel sad.
<IR>,We must eliminate affirmative action. We can’t rely on laws to end racial prejudice.
<IR>,"Edward Johns claimed to be psychic, but when his 'abilities' were tested under proper scientific conditions, they magically disappeared. Edward explained this saying that one had to have faith in his abilities for them to work."
<RR>,"""But this here research must go on. This space effort must go on"" is an example of which logical fallacy?"
<IR>,"Boris is not qualified to make suggestions about our penal system. As an ex-convict, he would always take the criminals’ side."
<DEP>,"If you are open to it, love will find you."
<FU>,Forty million people won't be wrong. Please buy the latest iPhone 12.
<FU>,"Marie notices that many of her friends have started eating a low-carb diet and drinking protein shakes. Marie decides that this must be the healthy way to eat, so she joins them."
<FU>,"""How could you not believe in ghosts? Roughly two billon people believe in them, so don't you think you should reconsider your opinion?"""
<WCB>,"Joe eats horribly; therefore, his heart attack was caused by his eating habits."
<FU>,Six million read a paper—must be excellent
<FU>,"McDonald's Hamburgers, over 99 billion served."
<RR>,Politician Running for Public Office: You can all trust what I say. I have never lied in my life.
<G>,"“No! Don't eat that piece of chocolate. Today, it's one piece of chocolate, but tomorrow, you've gained 20 lbs!”"
<IR>,"Debate moderator: ""What will you do to fix the economic crisis?"" Candidate: ""It's important to focus on what started this crisis to begin with. My opponent..."""
<IR>,"This is a fallacy of irrelevance that is based solely on someone's or something's history, origin, or source rather than its current meaning"
<G>,Teenagers are too immature and self-absorbed to understand anything about global issues.
<G>,"""All elephants are big. Some boys are big. Therefore some boys are elephants."""
<IR>,"He was born to Catholic parents and raised as a Catholic until his confirmation in 8th grade.  Therefore, he is bound to want to defend some Catholic traditions and, therefore, cannot be taken seriously."
<G>,"A is part of B. A has property X. Therefore, B has property X. What fallacy is described in this logical form?"
<FE>,"""If you do not submit your requirements today, you should drop your classes with Sir Lean."""
<G>,Saying that men don't ever ask for directions
<IR>,"When your mom gets your phone bill and you have gone over the limit, you begin talking to her about how hard your math class is and how well you did on a test today."
<IR>,"You’re a vegetarian? You do realize that Hitler was a vegetarian, too?"
<IR>,The senator voted for the tax increase. It's not hard to understand why when you consider that he is a millionaire and has never had to worry about money.
<IR>,"“I really deserve an “A” on this paper, professor. Not only did I study during my grandmother’s funeral, but I also passed up the heart transplant surgery, even though that was the first matching donor in 3 years.”"
<G>,"Three congressional representatives have had affairs. Therefore, members of Congress are adulterers."
<DEP>,"Willard: I just realized that I will probably never go bald!
Fanny: Why is that?
Willard:  Well, if I lose just one hair, I will not be bald, correct?
Fanny: Of course.
Willard: If I lose two hairs?
Fanny: No.
Willard: Every time I lose a hair, the loss of that one hair will not make me bald; therefore, I will never go bald.
Fanny: Congratulations, you found the cure to baldness -- stupidity!
"
<IR>,"Mother: You should stop smoking. It's harmful to your health.
Daughter: Why should I listen to you? You started smoking when you were 16!"
<WCB>,"Mr. Governor issues a proclamation for the people of his state to pray for rain.  Several months later, it rains.  Praise the gods!"
<G>,"A year is 365 days long, so I celebrate my birthday every 365 days."
<IR>,What’s the point of making drinking illegal under the age of 21?  Kids still manage to get alcohol.
<WCB>,"I drank bottled water and now I am sick, so the water must have made me sick."
<FU>,Royal's promoting their team for the next season by telling people to come join the team because everyone else has.
<IR>,"Roommate A: We need to talk about your dog. He keeps peeing everywhere and making a mess.
Roommate B: It's not as big of a problem as your cat. The thing sheds all over my clothes!
The above is an example of"
<IR>,Why worry about taking attendance when there are so many starving children in the world?
<DEP>,Wife: “I see Mr. Smith is cooking out on his new barbecue grill.” Husband: “So his wife finally got fed up with his unfaithfulness!”
<IR>,Cardenas roots for a British football team. Clearly he’s unfit to be a chef at the new restaurant
<IR>,"""That's what abortion is - killing innocent humans for money. Abortionists are government licensed hit men."""
<G>,All women are bad drivers.
<RR>,"Flippityflu: smarter than a Floppityflip.
Floppityflip: dumber than a Flippityflu.
"
<WCB>,You know Jane Fonda's exercise videos must be worth the money. Look at the great shape she's in.
<IR>,"Lucas: I remember when I was about three years old my mother saved me from almost being eaten by a shark.
Katie: I doubt that. What you are experiencing is what cognitive psychologists refer to as a ""false memory.""
"
<FU>,Marcus wants to go to a small community college close to home because all of his friends are there.
<FU>,"I didn't want to the only one not listening to music while I completed my Achieve article, so I listened to music too."
<RR>,Americans should give money to charity because it is the right thing to do.
<G>,"At a party you overhear a friend tell her spouse, “I had high blood pressure at the doctor’s office today; I really need to reduce the stress in my job.”"
<FE>,"""Either you pass this test, or you fail it."" Laughed Sr Malak"
<IR>,"What type of propaganda uses negative words or feelings against an idea, product or person?"
<IR>,Won't you give the abandoned puppy a home?
<IR>,"There is no need for additional taxes for education. Every year we throw more money into education, and all they do is hire more management and build more buildings. None of the money actually reaches the classroom or is really used for education."
<RR>,"""All eighteen-year-olds have the right to vote because it's legal for them to vote."""
<RR>,"“The best minds in physics have studied physics most of their lives, as it’s necessary to study physics extensively to become a top physicist.”"
<IR>,"Since Dwayne Johnson (aka The Rock) endorsed this protein powder, it must work wonders."
<DEP>,"only man is rational
no women is man
Therefore, no women is rational"
<G>,"Because cases spiked rapidly in New York City back in March, it justified us closing down the whole country."
<RR>,something that kills is deadly
<IR>,"We haven’t found King David’s tomb, so King David didn’t really exist."
<WCB>,"Jane gets a rather large wart on her finger. Based on a story her father told her, she cuts a potato in half, rubs it on the wart and then buries it under the light of a full moon. Over the next month her wart shrinks and eventually vanishes. Jane writes her father to tell him how right he was about the cure."
<WCB>,Eating five candy bars and drinking two sodas before a test helps me get better grades. I did that and got an A on my last test in history.
<DEP>,"According to the Supreme Court, we have a right to abortion. Therefore, it is right to have an abortion."
<IR>,"My minister says the Covid vaccine will cause genetic mutations. He has a college degree, and is a holy man, so he must be right."
<WCB>,"Believing that ""runs"" occur to statistically independent phenomena such as routine wheel spirits."
<WCB>,assumes that short-term deviations will correct themselves
<IR>,A real estate ad shows a happy family moving in to the home of their dreams.
<IR>,"Thanks to her enduring popularity with employees, Annie Smith is the best-liked CEO in our company's history."
<IR>,"""We should abolish the death penalty. Many respected people, such as actor, Chewbacca, have publicly stated their opposition to it."""
<RR>,Distracting and dangerous mobile devices should be banned from use in vehicles.
<FU>,Over one million students have purchased Brain Power.
<IR>,The is zero doubt that she has the condition. She scored high on two separate diagnostic tests for it and both tests have shown extremely high validity. That proves she has it.
<FU>,"""I'm gonna get an iPhone because everybody else has an iPhone and they're cool."""
<IR>,"Ken: There has to be an objective morality because otherwise terms like “right” and “wrong” would be meaningless since they have no foundation for comparison. 
Rob: The terms “right” and “wrong” are based on cultural norms, which do have a subjective foundation -- one that changes as the moral sphere of the culture changes.  The term “heavy” does not have an objective standard, yet we have no problem using that term in a meaningful way.  In fact, very few relational terms have any kind of objective foundation.
Ken: But without an objective morality, we would all be lost morally as a race.
Rob: Many would say that we are.
Ken: But how can you say that torturing children for fun is morally acceptable in any situation?
Rob: Personally, I wouldn’t, but you are implying that anything that is not objective must necessarily be seen in all possible ways. A feather may not be seen as “heavy” to anyone, but that doesn’t mean its “lightness” is still not relative to other objects.
Ken: But God is the standard of objective morality.  Prove that wrong!
Rob: That I cannot do.
"
<IR>,"Don: If you drink alcohol, it will kill any virus you might have.
Tony: What evidence do you have to support that? 
Don: I don’t need evidence. It is common sense.
"
<FU>,"Shamus pointed a drunken finger at Sean and asked him to explain how so many people could believe in leprechauns if they're only a silly old superstition. Sean, however, had had a few too many Guinness himself and fell off his chair."
<IR>,"The makers of Sugarette Candy Drinks point to research showing that of the five countries where Sugarette drinks sell the most units, three of them are in the top ten healthiest countries on Earth, therefore Sugarette drinks are healthy."
<IR>,"“Richard Dawkins, an evolutionary biologist and perhaps the foremost expert in the field, says that evolution is true. Therefore, I believe it's true.”"
<WCB>,"After surgery, my wife was not doing too well -- she was in a lot of pain.  I bought these magnetic wristbands that align with the body's natural vibrations to reduce the pain, and sure enough, a few days later the pain subsided!  Thank you magic wristbands!"
<FU>,This movie was #1 at the box office last weekend! That means it must be really good!
<G>,I've never knowingly listened to a Neil Young record all the way through because they all sound like someone strangling a cat (don't they?).
<G>,People who read are smart.
<DEP>,"I had this book that proved that leprechauns are real and have been empirically verified by scientists, but I lost it.  I forgot the name of it as well -- and who the author was."
<IR>,Which type of appeal is used in the following phrases from the Declaration of Independence: “appealing to the Supreme Judge of the world” and “with a firm reliance on the protection of divine providence”?
<FE>,Reduce complicated issues to only two possible courses of action.
<IR>,This theory originally occurred to a scientist in the form of a dream; therefore it cannot be valid.
<G>,"""Everyone loves going to the movies."""
<G>,Alissa has class with a football player who is a class clown. He disrupts the class and is failing. Alissa decides all football players are not serious students.
<WCB>,You said that 'runs' occur to statistically independent phenomena such as roulette wheel spins.
<G>,"The Bible clearly says, “Thou shall not bear false witness.” Therefore, as a Christian, you better answer the door and tell our drunk neighbor with the shotgun, that his wife, whom he is looking to kill, is hiding in our basement. Otherwise, you are defying God himself!"
<IR>,"Jordan: Dad, why do I have to spend my summer at Jesus camp?
Dad: Because if you don’t, you will spend your entire summer in your room with nothing but your Bible!
"
<G>,"If you vote for her, the government as we know it will fall apart."
<G>,"While doing research for her debate topic on school uniforms, Sara discovered that a local elementary school survey indicated that 72% of its 1st graders wanted uniforms. She used this as evidence to support that all high schools should wear school uniforms.
What fallacy did Sara use here?"
<FE>,"Cassie has no school spirit—she never comes to any of our football games.
guilt by association: a negative association intended to discredit someone or something"
<WCB>,"Water fluoridation affects the brain. Citywide, student’s test scores began to drop five months after fluoridation began. The water fluoridation must have caused the student's test scores to drop."
<IR>,You don’t have to do this. My grandmother is in the hospital. I need my salary to support her medication. She’s dying.
<IR>,“The purpose of the Cadet Program is to prepare youth for Air Force Basic Military Training.” REPLY: “This is true because I heard it from the Wing Commander.”
<G>,The child did not do his chores so therefore all children are lazy.
<IR>,"Teachers claim that cell phones distract students, but they only say that because teachers have no lives."
<RR>,"America is the best place to live, because it's better than any other country. (This is a good example of...)"
<IR>,"""Real Cubans understand presumption of guilt."""
<FU>,iPhones are the best phone because everyone has them.
<IR>,Of course Lou would want to go biking on field trip day - biking is the only thing he ever does! He shouldn't be allowed to choose an activity.
<IR>,We should abolish the death penalty. Even Taylor Swift is opposed to it.
<WCB>,"Some students failed a test last week and they all had cell phones.  Having cell phones, therefore, made them fail."
<IR>,"Which type of appeal is used in the following phrase from the Declaration of Independence: “He has plundered our seas, ravaged our coasts, burned our towns, and destroyed the lives of our people”?"
<FU>,"Everyone already believes that the defendant killed her husband, and that many people can't be wrong."
<FE>,"Look, you are going to have to make up your mind. Either, you decide that you can afford this stereo, or your decide that you are going to have to go without music for a while."
<RR>,"The writer, speaker, or an ad supports a claim with restatements of the same claim. (The argument goes around and around in a circle)"
<FU>,AttP 9: everyone wearing new llama wool coats makes them warm
<FU>,40 million people can't be wrong! Buy the new iPhone XIV today!
<IR>,"I should receive an 'A' in this class. After all, if I don't get an 'A' I won't get the fellowship that I want."
<G>,My teacher told us she learned the hard way that procrastination is a bad habit!
<DEP>,"The nuthatch was discovered by Tilly Turnow in the woods, while hopping from branch to branch of an elm tree, singing happily."
<FU>,"peer pressure, persuasion based on the the foundation that everybody’s doing it."
<FE>,Don’t waste your money on a home security system; master thieves will still be able to get into your house.
<IR>,"Bill, you drive a beat-up car from the 1980s. For this reason, we can never allow you to be a lifeguard at the community pool."
<FE>,"If you aren’t a capitalist, you must be a communist."
<RR>,"Quinoa is a delicious, plant-based source of protein because it tastes so darn good."
<G>,This fallacy suggests that unlikely or ridiculous outcomes are likely when there’s just not enough evidence to think so.
<IR>,4 percent of Americans believe that lizard people control politics.
<RR>,"The Bible is true because God exists, and God exists because the Bible says so."
<FE>,"Speaker 1: I’m against the war.
Speaker 2: You must hate our troops."
<IR>,"during the presidential campaign of 1800, John Adams was called 'a fool, a gross hypocrite and an unprincipled oppressor.' His rival, Thomas Jefferson, on the other hand, was deemed 'an uncivilized atheist, anti-American, a tool for the godless French.'"
<RR>,I hated the movie because it was the worst movie I ever saw.
<FU>,Everyone being referred to as comrade.
<G>,"Conclude that because A happens then B, C, D, E, F, G, H, I, J, K, L… will inevitably happen."
<FE>,"The school is in bad shape. Either we tear it down and put up a new building, or we continue to risk students’ safety. Obviously, we shouldn’t risk anyone’s safety, so we must tear the building down.”"
<IR>,"You say that we have exaggerated the problem with global warming, but have you even considered how much more the homeless suffer when temperatures soar?"
<IR>,What she says about Kepler's astronomy theory of the 1600's must be just so much garbage. Do you realize she's only fifteen years old?
<RR>,No one can deny that [my theoretical orientation] is the only valid theoretical orientation
<IR>,The speaker or writer appeals to the audience's trust by establishing his credibility or trustworthiness as a writer or speaker?
<WCB>,I dropped the ball because Mercury is in retrograde.
<FU>,"""everybody's doing it, so it must be a good thing to do."""
<FU>,"Makes people feel as though everyone is doing it, so they should too."
<RR>,"""I have a right to free speech so I can say what I want and you shouldn't try to stop me"" is an example of"
<FE>,"Either you love me, or you hate me."
<IR>,"“No one has ever been able to prove definitively that extra-terrestrials exist, so they must not be real.”"
<IR>,"Mike: It is morally wrong to cheat on your spouse, why on earth would you have done that?
Ken: But what is morality exactly?
Mike: It’s a code of conduct shared by cultures.
Ken: But who creates this code?...
"
<FU>,"""Everyone is doing it, you should be too!"" is an example of which fallacy?"
<FU>,"""Everybody is late coming back from lunch, so it shouldn't matter if I'm late."""
<IR>,"Don’t waste food, people in Marawi are suffering because of hunger."
<WCB>,"""Why are you hitting your computer!?""
""The last time my wifi was weak, I hit my computer and it got better."" What is this?"
<IR>,"""I don't know how Professor Resnick can be such a hard grader.  He's always late for class. """
<FU>,"All the popular guys at school are dyeing their hair purple, so you should, too!"
<G>,Teacher: If I let you go to the bathroom pretty soon everybody will want to go to the bathroom.
<G>,You didn't remember to take out the trash this morning. It will pile up and the neighbors will complain and the health inspectors will come and take away the kids.
<FU>,Which fallacy is used to promote something based on popularity?
