label,article
<G>,"This crash will likely damage the reputation of Malaysia Airlines, which will hurt the tourism industry of Malaysia and ruin their economy."
<IR>,"Bertrand declares that a teapot is, at this very moment, in orbit around the Sun between the Earth and Mars, and that because no one can prove him wrong, his claim is therefore a valid one."
<IR>,Violent video games are directly related to gun violence in schools and should be banned for teens. The school day should start an hour later.
<IR>,"Lebron James, one of the most decorated basketball players of all time, says you need to eat breakfast so you need to eat breakfast"
<G>,"If indoor smoking laws are passed for bars, the bars will go out of business since people who drink, smoke while they drink."
<IR>,"We don't know for sure that phones lower students' success levels, so there's no need to ban them."
<FU>,Doing something because everyone else is doing it
<IR>,One day robots will enslave us all. It's true. My computer science teacher says so.
<IR>,"Person 1: “I am for raising the minimum wage in our state.” Person 2: “She is for raising the minimum wage, but she is not even smart enough to run a business."
<FU>,"Everyone already believes that the defendant killed her husband, and that many people can't be wrong."
<FU>,"Dave wants you to break into the spooky cabin with him. “Everyone does it,” he claims. What fallacy has he committed?"
<G>,"But you have to let me go to the party! If I don't go to the party, I'll be a loser with no friends. Next thing you know, I'll end up alone and jobless, living in your basement when I'm 30!"
<WCB>,"“President Jones raised taxes, and then the rate of violent crime went up. Therefore, I think Jones is responsible for the rise in crime."""
<DEP>,"I had this book that proved that leprechauns are real and have been empirically verified by scientists, but I lost it.  I forgot the name of it as well -- and who the author was."
<RR>,Paranormal activity is real because I have experienced what can only be described as paranormal activity.
<FU>,This happens when you assume that something is acceptable just because it is very common.
<IR>,A commercial featuring starving children in Africa asking for donations to help provide food and clean water to those in need.
<FE>,"In the United States, one can vote for either Democrats or Republicans."
<G>,"Several years ago, a group of 10 psychologists started a psychology training program. Each of those psychologists is efficient, effective, and highly-regarded. Their training program must be efficient, effective, and highly-regarded."
<IR>,"(1) William Dembski argues that modern biology supports the idea that there is an intelligent designer who created life.
(2) Dembski would say that because he’s religious.
Therefore:
(3) Modern biology doesn’t support intelligent design"
<IR>,Students never used to have cell phones so they don't need them now.
<G>,"My first time walking the dog went terribly, so my dog is a terrible one."
<IR>,Why doesn't Tim get a real job like normal people instead of trying to launch that Internet business from home?
<IR>,"I don't think that there should be marriage among homosexuals. Anyway, taxes on married people are high. I think that taxes on the married are just ridiculous."
<G>,news organizations are Fake News?
<FU>,"""Everybody is late coming back from lunch, so it shouldn't matter if I'm late."""
<IR>,"""We must legalize weed, it is tearing families apart."" Response: ""But look at all those druggies getting arrested, they are obviously criminals."""
<IR>,"My opponent says I am weak on crime, but I have been one of the most reliable participants in city council meetings."
<RR>,You would think that taxes should be lowered because you are a Republican [and therefore your argument about taxes should be rejected].
<WCB>,"David: We have way too much police presence in this city.
Pete: What are you going to do about it?
David: Vandalize, loot, and perhaps a little arson.
"
<IR>,"Mayor Jones’ anti-DUI campaign should not be taken seriously. After all, the mayor himself was cited for driving under the influence in college"
<IR>,"My minister says the Covid vaccine will cause genetic mutations. He has a college degree, and is a holy man, so he must be right."
<IR>,"My doctor is overweight, so I don't believe anything he tells me about improving my health."
<G>,"It is warmer this year in Las Vegas as compared to last year; therefore, global warming is rapidly accelerating."
<IR>,"Ken: There has to be an objective morality because otherwise terms like “right” and “wrong” would be meaningless since they have no foundation for comparison. 
Rob: The terms “right” and “wrong” are based on cultural norms, which do have a subjective foundation -- one that changes as the moral sphere of the culture changes.  The term “heavy” does not have an objective standard, yet we have no problem using that term in a meaningful way.  In fact, very few relational terms have any kind of objective foundation.
Ken: But without an objective morality, we would all be lost morally as a race.
Rob: Many would say that we are.
Ken: But how can you say that torturing children for fun is morally acceptable in any situation?
Rob: Personally, I wouldn’t, but you are implying that anything that is not objective must necessarily be seen in all possible ways. A feather may not be seen as “heavy” to anyone, but that doesn’t mean its “lightness” is still not relative to other objects.
Ken: But God is the standard of objective morality.  Prove that wrong!
Rob: That I cannot do.
"
<IR>,I believe in God because no one can prove that a god doesn't exist.
<G>,"I know three redheads who have terrible tempers, and since Annabel has red hair, I’ll bet she has a terrible temper, too."
<IR>,"""Do not listen to Luisa, she will only tell you lies about the recent activities given in our EAPP class."""
<G>,This guy in my class with glasses always talks in class so all guys with glasses are talkative.
<RR>,1. “iPhones are the best smartphones on the market because Apple makes the best smartphones.”
<WCB>,"“President Kumail raised taxes, and then the rate of violent crime went up. Kumail is responsible for the rise in crime.”"
<IR>,"If there is no objective morality, then all the bad people will not be punished for their bad behavior after death.  I don’t like that; therefore, morality must be objective."
<RR>,"Sandra tells her mom, ""I deserve to have a later curfew, so you should let me stay out until 10pm!"""
<IR>,"You’re a vegetarian? You do realize that Hitler was a vegetarian, too?"
<FU>,America has to act now to reduce illegal immigration. Recent studies show that the vast majority of Americans think that illegal immigration is a problem.
<IR>,"My opponent raises a good point, but can we really trust him? I mean he moved to this town only two years ago and everyone knows that his wife left him."
<G>,men don’t cry
<RR>,Circular reasoning occurs when someone makes an argument in which both the premises and the conclusion have to rely on the truthfulness of the other.
<IR>,an attempt to persuade the reader/audience based on feelings or emotions; emotional response
<FU>,"This is an emotional appeal that speaks the concept that many people agree or disagree, so you should, too"
<IR>,"Speaker 1: I'll never talk.
Speaker 2: We have ways of making you talk."
<G>,People from big cities are not as friendly as those from small towns.
<WCB>,"Every time I wear this necklace, I pass my exams. Therefore, wearing this necklace causes me to pass my exams."
<FE>,Either we pass this ordinance or there will be rioting in the streets.
<IR>," Perhaps the most classic example of this fallacy is the argument for the existence of God.  Due to the understanding of nature through science, many of the arguments that used to be used for God (or gods) were abandoned, only to be replaced with new ones, usually involving questions to which science has not definitively answered yet.  The move from creationism to intelligent design is a prime example.  Currently the origin of life is a popular argument for God (although a classic argument from ignorance), and an area where we very well may have a scientific answer in the next decade, at which time, the “origin of life” argument will fade away and be replaced by another, thus moving the figurative goalposts farther back as our understanding of the natural world increases.Exception: This fallacy should not be confused with an argument or set of arguments, with multiple propositions inherent in the argument.  The reason for the difference between this kind of argument and the moving the goalposts fallacy, is a subtle one, but indicated by a strong initial claim (“has to be”, “must”, “required for”, etc.) that gets answered and/or what appears to be ad hoc objections that follow eventually leading to an impossible request for proof.
Fun Fact: The name “moving the goalposts” comes from the analogy of kicking a perfect field goal in American football, only to have the goalposts be moved on you. This would be very unfair.
References:
This a logical fallacy frequently used on the Internet. No academic sources could be found.
Questions about this fallacy? Ask our community!
"
<RR>,"Flippityflu: smarter than a Floppityflip.
Floppityflip: dumber than a Flippityflu.
"
<G>,"If we use just one more can of hairspray this month, earth as we know it will no longer exist."
<G>,"Everyone who gets a college degree is better off.  All people who are better off as a result of getting a degree are good to have conversations with.  Therefore, everyone who gets a college degree is a good person to have a conversation with."
<RR>,We know God exists because he made everything
<G>,"""Avoid Latam Airlines. Their planes are always late"" is what kind of fallacy?"
<G>,"Victor, the company you work for just filed for bankruptcy! How can I trust you with our money?"
<WCB>,"After surgery, my wife was not doing too well -- she was in a lot of pain.  I bought these magnetic wristbands that align with the body's natural vibrations to reduce the pain, and sure enough, a few days later the pain subsided!  Thank you magic wristbands!"
<IR>,Beyond Meat burgers are healthy for us because they do not have any meat in them.
<IR>,"Being mean to others is wrong.
Therefore, it cannot possibly be part of our nature."
<G>,"JOHN F. KENNEDY: I'm not satisfied when the United States had last year the lowest rate of economic growth of any major industrialized society in the world… (from opening statement)
RICHARD NIXON: We heard tonight, for example, the statement made that our growth in national product last year was the lowest of any industrial nation in the world. Now last year, of course, was 1958. That happened to be a recession year. But when we look at the growth of G.N.P. this year, a year of recovery, we find that it's six and nine-tenths per cent and one of the highest in the world today… (from opening statement)
September 26, 1960
Chicago, Illinois

What logical fallacy does Kennedy use?"
<IR>,"Oh, please. What would you know about labor laws? You don’t even have a job."
<DEP>,"The police said they suspect several people of setting the fire. Therefore, I can't be under suspicion because I was alone all night."
<G>,"If you vote for her, the government as we know it will fall apart."
<G>,"My mother has always told me not to drink milk after eating fish because she knows a friend whose skin got patched after drinking milk and eating fish together. Besides, many other people have told me the same thing so it must be true."
<IR>,"We haven’t found King David’s tomb, so King David didn’t really exist."
<RR>,"I must be telling the truth, since I’m not lying."
