updated_label,source_article
faulty generalization,"Several years ago, a group of 10 psychologists started a psychology training program. Each of those psychologists is efficient, effective, and highly-regarded. Their training program must be efficient, effective, and highly-regarded."
faulty generalization,"There are so many experiences in the human realm that are wonderful. Sexual intimacy between two willing adults who love each other is wonderful. A therapist helping a client is wonderful. When the relationship between a therapist and client is so deep that it could be characterized as love, it's wonderful. When all these acts become part of one process between two people, it must be exceptionally wonderful. How could anyone condemn such a wonderfully human process as unethical?"
faulty generalization,"A car makes less pollution than a bus. Therefore, cars are less of a pollution problem than buses"
faulty generalization,"Atoms are colorless. Cats are made of atoms, so cats are colorless"
faulty generalization,"Each brick in that building weighs less than a pound.  Therefore, the building weighs less than a pound.Example #2:
Hydrogen is not wet.  Oxygen is not wet.  Therefore, water (H2O) is not wet.
"
faulty generalization,"Hydrogen is not wet.  Oxygen is not wet.  Therefore, water (H2O) is not wet.Example #3:
Your brain is made of molecules.  Molecules are not the source of consciousness.  Therefore, your brain cannot be the source of consciousness.
"
faulty generalization,"Your brain is made of molecules.  Molecules are not the source of consciousness.  Therefore, your brain cannot be the source of consciousness."
faulty generalization,"Men score better on math than women do. Jerry is a man. Therefore, Jerry is better at math than Sylvia, who is a woman."
faulty generalization,"A study was done recently showing that church attendance was positively correlated with marriage longevity, that is, those couples who attended church together more often were more likely to stay married. This really should not be a surprise considering the general view of divorce within religion. What this does not mean is that any given couple who does not attend church is more likely to get divorced than any given couple that does attend church."
faulty generalization,"While jogging around the neighborhood, you are more likely to get bitten by someone’s pet dog, than by any member of the canine species."
faulty generalization," Karen is a thirty-something-year-old female who drives a mini-van, lives in the suburbs, and wears mom jeans. Is Karen more likely to be a woman or a mom?"
faulty generalization,"Broccoli has significantly less fat than the leading candy bar! Plus, it's nowhere near as hot as Hot Cheetos!"
faulty generalization,Broccoli has significantly less fat than the leading candy bar!
faulty generalization,"Religion may have been wrong about a few things, but science has been wrong about many more things!"
faulty generalization,"Michael is part of the Jackson Five.  Without Tito and company, he will never make it."
faulty generalization,"If indoor smoking laws are passed for bars, the bars will go out of business since people who drink, smoke while they drink."
faulty generalization,"Besides charities, comfort, community cohesion, rehabilitation, and helping children learn values, religion poisons everything."
faulty generalization,"Our country is certainly in terrible shape.  Sure, we still have all kinds of freedoms, cultural diversity, emergency rooms and trauma care, agencies like the FDA out to protect us, the entertainment industry, a free market, national parks, we are considered the most powerful nation in the world, have amazing opportunities, and free public education, but still..."
faulty generalization,"A major wrong has been committed by the local government and several people go to protest it, waving signs and blocking traffic. “Both sides are just as bad,” rants your uncle. What fallacy has he committed?"
faulty generalization,"Most of my testimony about the defendant was the opposite of what I actually believe but I'll bet there's no expert witness who has always told the truth from the time they were old enough to talk, so I'm no less honest than they are."
faulty generalization,President Petutti ordered a military strike that killed many civilians. He is no different than any other mass murder and he belongs in prison!
faulty generalization,Using the second amendment as justification to allow civilians to own nuclear submarines.
faulty generalization,Delores is a big supporter for equal pay for equal work.  This is the same policy that all those extreme feminist groups support.  Extremists like Delores should not be taken seriously -- at least politically.
faulty generalization,"Pol Pot, the Cambodian Maoist revolutionary, was against religion, and he was a very bad man.  Frankie is against religion; therefore, Frankie also must be a very bad man."
faulty generalization,"Callie: Did you know that Jake Tooten was a racist?
Chris: I know Jake well. Why do you say he’s a racist?
Callie: He was on a podcast the other day...
Chris: Did he say something racist?
Callie: No, but the podcast host did an interview two years ago with a woman who said she supported an organization that had a history of racism back in the 1960s. Jake clearly supports racism!
"
faulty generalization,This clinic sure makes a lot of money. Each of the psychologists who work there must earn a large income.
faulty generalization,"Donald Trump Jr. Tweeted:
If I had a bowl of skittles and I told you just three would kill you. Would you take a handful? That's our Syrian refugee problem.
"
faulty generalization,The numbers on gun violence speak for themselves. We should ban guns in the country!
false causality,"""Every time I go to sleep the sun goes down. Therefore, my sleeping causes the sun to set."""
false causality,"Since Anna Camacho became vice president of the parent-teacher association, student performance has declined and teacher morale is down. We on the school board believe that Camacho bears sole responsibility for the downtrend."
false causality,Children who play violent video games act more violently than those who don’t.
false causality,Eighty-five percent of those surveyed said that it is important to have a cell phone.
false causality,"""Everytime I wash my car it rains, therefore, washing my car makes it rain."""
false causality,Joan is scratched by a cat while visiting her friend. Two days later she comes down with a fever. Joan concludes that the cat's scratch must be the cause of her illness.
false causality,"“Eating five candy bars and drinking two sodas before a test helps me get better grades. I did that and got an A on my last test in history.”
What fallacy is this an example of?"
false causality,"Water fluoridation affects the brain. Citywide, student’s test scores began to drop five months after fluoridation began. The water fluoridation must have caused the student's test scores to drop."
false causality,"The economy continues to grow as the number of ""likes"" on my Instagram account continue to increase. Clearly, the two are linked."
false causality,"Global chocolate consumption is highest in Switzerland, yet people there are among the trimmest in the industrialized world. Therefore, it's reasonable to conclude that chocolate helps keep your weight down."
false causality,Naima is scratched by a cat while visiting her friend. Two days later she comes down with a fever. Naima concludes that the cat's scratch must be the cause of her illness.
false causality,"""Right when I sneezed, the power went off. I must've caused the outage."" Bragged Zohaw."
false causality,"“President Kumail raised taxes, and then the rate of violent crime went up. Kumail is responsible for the rise in crime.”"
false causality,People who eat yogurt have healthy guts. If I eat yogurt I will never get sick.
false causality,"Almadina school of Richmond does not have many students, so that must mean that the school has a very selective admissions process."
false causality,"Every time that rooster crows, the sun comes up. That rooster must be very powerful and important!"
false causality,"Every time I go to sleep, the sun goes down. Therefore, my sleeping causes the sun to set."
false causality,"Pointing to a fancy chart, Roger shows how temperatures have been rising over the past few centuries, whilst at the same time the numbers of pirates have been decreasing; thus pirates cool the world and global warming is a hoax."
false causality,I'm moving to Connecticut because it is the richest state in the nation and I'm tired of being poor.
false causality,"I wore my lucky red shirt when I took the test, so that is probably why I did so well on the test."
false causality,"""Because I forgot to leave my porch light on, someone robbed my house."""
false causality,"Anthony and Marie have a heated argument. During their fight, Anthony tells Marie that he hates her and wished that she would get hit by a bus. Later that evening, Anthony receives a call from a friend who tells him that Marie is in the hospital because she was struck by a bus. Anthony immediately blames himself and reasons that if he hadn't made that comment during their fight, Marie would not have been hit. What logical fallacy has Anthony committed?
http://www.funtrivia.com"
false causality,"“The rooster crows always before the sun rises, therefore the crowing rooster causes the sun to rise.”"
false causality,“I sneezed exactly at the same time the power went off. My sneeze must’ve done something to make the power go off. “
false causality,"I saw John texting yesterday, and then he got in his car and drove away; he must have crashed because he was texting. Therefore, cell phones should be banned."
false causality,"Some students failed a test last week and they all had cell phones.  Having cell phones, therefore, made them fail."
false causality,"""The dinosaurs became extinct because they ate vegetables..."" is an example of what?"
false causality,"A rainbow appeared in the sky the day before basketball tryouts, and I made the team! If there's a rainbow when I try out in the spring, I'm sure I'll make the team again."
false causality,"“Yesterday, I walked under a ladder with an open umbrella indoors while spilling salt in front of a black cat. And I forgot to knock on wood with my lucky dice. That must be why I’m having such a bad day today. It’s bad luck.”"
false causality,"Siblings Dan and Joe had a serious argument, and Dan told Joe that he hated him and wished that he would get hit by a car. Two days later, Dan was told that Joe had been struck by a car. Dan blamed himself and thought that if he hadn’t made the comment during their fight, Joe would not have been hit."
false causality,"“Since event Y followed event X, event Y must have been caused by event X”. What fallacy is described in this logical form?"
false causality,"Last year, the city of Brookfield allocated more money to public parks. This year, however, littering increased, so the increase in park funding must have been responsible."
false causality,"Since Lucy Sutton became vice president of the parent-teacher association, student performance has declined and teacher morale is down. We on the school board believe that Sutton bears sole responsibility for the downtrend."
false causality,"Every time I go to sleep, the sun goes down. Therefore, my going to sleep causes the sun to set."
false causality,You oversleep and then fail a test; so you assume that oversleeping causes you to fail tests
false causality,"Your sister broke her arm, and then you broke your nose. So you assume that a sibling breaking a bone causes you to break one too."
false causality,"The economy continues to grow as the number of “likes” on my Instagram account continue to increase. Clearly, the two are linked."
false causality,"Global chocolate consumption is highest in Switzerland, yet people there are among the trimmest in the industrialized world. Therefore, it’s reasonable to conclude that chocolate helps keep your weight down."
false causality,My grandmother ate 10 cloves of raw garlic every day. Not surprisingly she lived to be 102.
false causality,"The economy continues to grow as the number of likes on my Instagram account continue to increase. Clearly, the two are linked."
false causality,"Every time I was my car, it rains. Me washing my car has a definite effect on the weather."
false causality,Tommy went to go swimming for the afternoon and later bought a lottery ticket. He won the lottery which must mean that swimming makes you win the lottery.
false causality,"Alley ate a slice of pizza for dinner and a few hours later she had a fever. Therefore, pizza causes fevers."
false causality,1. “Michael Jordan wore his UNC shorts during every game he played in the NBA and he won 6 championships.”
false causality,“The economy has improved greatly because of the new president.”
false causality,"Kevin's dog scratched his leg, and that night he had a fever. Kevin concluded that his dog must have infected him with something."
false causality,Our soccer team was losing until I bought new shoes. We have not lost a game since I got my lucky shoes!
false causality,"The temperature has dropped this morning, and I also have a headache. The cold weather must be causing my headache."
false causality,"""Why are you hitting your computer!?""
""The last time my wifi was weak, I hit my computer and it got better."" What is this?"
false causality,She took a drink from the drinking fountain yesterday and now she's sick. It must have been the public fountain that made her sick.
false causality,"I broke a mirror earlier in the day, and then I received an F on my history final. Therefore, I received the F because I broke the mirror."
false causality,"Our house was burglarized right after that new family moved in next door. Therefore, that new family must have been involved."
false causality,"Every day, I eat cereal for breakfast. One time, I had a muffin instead, and there was a major earthquake in my city. I've eaten cereal ever since."
false causality,"""I drank bottled water and now I am sick, so the water must have made me sick."""
false causality,"If the President arrives in Hawaii, and the next day a volcano erupts, believing that the volcano erupted because the President arrived on the island is an example of:"
false causality,"Every time that rooster crows, the sun comes up. The rooster must control the sun."
false causality,I failed Pre-Cal because my teacher doesn’t like me.
false causality,Texting has killed people’s ability to write in complete sentences with proper grammar.
false causality,"""Everytime I wash my car it rains; therefore, washing my car makes it rain."""
false causality,"Water fluoridation affects the brain. Citywide, student’s test scores began to drop five months after fluoridation began."
false causality,"""I started exercising twice a week, and I just got a babysitting job. Exercising leads to new jobs!"""
false causality,"Since Samantha got that new apron, she hasn't burned any cookies. That new apron sure does help her cooking!"
false causality,The party was going great! Then Gerald showed up and little by little people started collecting their coats and heading home. Gerald ruined the party.
false causality,My brother received the COVID-19 vaccine and then had diarrhea for a week. The vaccine is the reason my brother's bowels came undone.
false causality,"During the early 2000s, the search for a cause of autism led to vaccines, though no scientific link has been found between the administration of vaccines and the onset of autism. The time that children are vaccinated and the time they're diagnosed do closely correlate, however, leading upset parents to assign blame to the immunizations, for lack of a better explanation."
false causality,"When the new administration came on campus, test scores increased and attendance improved."
false causality,If the country is ever going to be safe from terrorists we have to close the borders.
false causality,"""You're not feeling well because you use your phone so much."""
false causality,"I took a vitamin this morning and now I’m sick, so the vitamin must have made me ill."
false causality,Incorrectly thinking that one thing leads to another
false causality,"1. All the schools in the area had to kept closed for most part of the week.
2. Many parents have withdrawn their children from the local schools."
false causality,"""In March, 5G was introduced and then we all got COVID"" is an example of"
false causality,"""It rained and we lost the game. Every time it rains, we are going to lose."""
false causality,"Farmer McDonald: Ever since they put up that new power plant across the river, we haven't had a bit of rain. I'm tellin' you, mankind has got too big for its britches when it fiddles around with nature."
false causality,"“President Jones raised taxes, and then the rate of violent crime went up. Jones is responsible for the rise in crime."""
false causality,"I ate Oreos, and then I was sick the next day. It must have been the Oreos that caused my sickness."
false causality,"""Every time I forget my lunch bag, school ends early"" is an example of"
false causality,"""Every time my sister uses hairspray, it is an extremely hot day"" is an example of"
false causality,"Joey's refrigerator broke after Rachel moved in; therefore, Rachel caused Joey's refrigerator to break."
false causality,"You cannot blame your friends for a rain delay just because every time they go with you to a ballgame it storms and
play is delayed. Likewise, the fact that a pitcher bought new socks before he pitched a winning game does not mean that new
socks cause a pitcher to throw faster."
false causality,"Cellphones weren’t invented before I was born. Now, they are everywhere! Therefore, cellphones were created because I was born."
false causality,"I. Many seats in the private medical colleges in the state have remained vacant this year.
II. The government medical colleges in the state could accommodate all the students who sought admission this year."
false causality,"I. The Ganges river is flooded due to large sheets of ice coming down from the Himalayas.
II. Many people in the Himalayan ranges lost their houses under huge sheets of ice."
false causality,I passed my math test after going out to the movies the night before. I should go to the movies the night before every math test!
false causality,Every girl I've dated has been a nurse. I must only be compatible with nurses!
false causality,"""A baseball pitcher bought new socks before he pitched a winning game. The new socks caused a pitcher to throw faster! He will wear the new socks for EVERY game now.""

This is an example of..."
false causality,"""I drank bottled water and now I am sick, so the water must have made me sick.""

What logical fallacy is used in the statement above?"
false causality,"Tasha is studying polar and tropical climates on Earth. She learned the following:
• Tropical climates: Summer and winter temperatures are similar.
• Polar climates: Summer temperature is much higher than winter temperature.
Tasha wonders why the tropical climate has the same temperature year round, but the polar climate temperature differs greatly.
Which of these explains the reason for this difference?"
false causality,"You got a cold two nights ago but last night you stayed up really late and now you are no longer sick, so it must be because you stayed up really late last night. What fallacy is being committed?"
false causality,blame opponent's policy for the country's problems
false causality,"Earthquakes are caused when the plates of the Earth's crust move. Earthquakes happen along ""fault lines"" in the earth’s crust. When the plates in the Earth suddenly shift, the Earth will begin to shift, shake or tremble.
What is the central idea?"
false causality,"a connection between two ideas that doesn't always mean that one causes the other (correlation vs. causation)

una conexión entre dos ideas que no siempre significa que una causa la otra (correlación vs. causación)"
false causality,"Global chocolate consumption is highest in Switzerland, yet people there are among the trimmest in the industrialized world.  therefore, it's reasonable to conclude that chocolate helps keep your weight down."
false causality,"Jason and his family are heading to Utah to spend a week skiing. Looking at the weather reports, he notices that it is supposed to be warmer, making for lousy ski conditions. Angrily, he calls the Weather Channel and demands that they change their forecast so he will have better weather for the trip."
false causality,"The flu vaccine comes out every year just before the holidays, then people go and spend a lot of money. Therefore, businesses are secretly using the flu vaccine as a mind control device to increase holiday spending."
false causality,"I broke my mirror this morning, AND I failed my Civics test. I must've failed because the mirror gave me bad luck."
false causality,"The rooster crows always before the sun rises, therefore the crowing rooster causes the sun to rise."
false causality,"Which logical reason supports the opposition to the motion ""Cell phones give off an unsafe radiation and should not be used."""
false causality,"""It rained and then we lost the game. Every time it rains, we're going to lose."""
false causality,"Un pleasant idea of vegan diet

There is strong movement from people who choose not to consume meat, and their reasons vary from the healthiness to the effort of making the body looks appropriate or ideal. This is a rather ludicrous idea.
Human beings have been consuming meat since thousands of years and counting. There are no cases when consuming meat causing severe problems, provided meat is consumed in appropriate amount, for everyone. Many say that being a vegan means having a healthier, stronger body and mind. Actualy, according to studies, our bodies are perfectly capable of digesting, absorbing and making full use of the many beneficial nutrients found in animal foods. Thus, there is no health reason to completely avoid animal foods.
Don’t put unnecessary restrain on yourselves. You should enjoy life to the fullest; give your best in any possible situations, as well as consuming meat.

What is the claims from the text above?"
false causality,Eating five candy bars and drinking two sodas before a test helps me get better grades. I did that and got an A on my last test in history.
false causality,"Lois and Jan did a ""snow dance"" one afternoon, and it snowed that night. They claimed to have brought the snow."
false causality,I sneezed at the same time the power went off. My sneeze did something to make the power go off.
false causality,I bought new shoes then my head started itching. I must be allergic to the shoes.
false causality,There was a thunderstorm with rain therefore I did not finish my homework.
false causality,Fatima sneezed and she caused a tsunami in Tokyo.
false causality,Jack threw up because he ate Hot Cheetos.
false causality,"I broke my mirror this morning, AND I failed my History test. I must've failed because the mirror gave me bad luck."
false causality,You know Jane Fonda’s exercise video’s must be worth the money. Look at the great shape she’s in.
false causality,"""Truly helps cramming for a test: my psychological test is crowded and I have an A."""
false causality,"During the first week of July ice cream sales climbed, and during the second week murder rates climbed. Therefore, ice cream inspires murder."
false causality,"One day, Megan wore a Donald Duck t-shirt, and she got an ¨A¨ on her Chemistry test. Now she wears a Donald Duck t-shirt every day to Chemistry class. 
Of what fallacy is this an example?"
false causality,"“President Jones raised taxes, and then the rate of violent crime went up. Therefore, I think Jones is responsible for the rise in crime."""
false causality,"Fewer tourists were recorded to have entered the country. This datum was gathered after Karapatan exposed the human rights violations happening here; therefore, Karapatan's expose was the reason for the low tourist turn out."
false causality,"At soccer practice, Willeidy tells Aida, ""Pace's soccer team was losing until I bought new shoes. We have not lost a game since I got my lucky shoes!"""
false causality,"President Jones raised taxes, and then the rate of violent crime went up. Jones is responsible for the rise in crime."
false causality,"Global chocolate consumption is highest in Switzerland, yet people there are among the trimmest in the industrialized world. Therefore, it is reasonable to conclude that chocolate helps keep your weight down."
false causality,Every severe recession follows a Republican Presidency; therefore Republicans are the cause of recessions.
false causality,"Matthieu was the only player on the team who didn't grow a playoff beard, and thus he ended up getting injured."
false causality,I dropped the ball because Mercury is in retrograde.
false causality,You know Jane Fonda’s exercise videos must be worth the money. Look at the great shape she’s in.
false causality,"The Soviet Union collapsed after taking up atheism. Therefore, we must avoid atheism for the same reasons."
false causality,Families communicate less and less in the past forty years since feminism became mainstream. Feminism is to blame for this deterioration in the family.
false causality,"The economy grows as the number of likes on my Instagram account continue to increase. Clearly, the two are linked."
false causality,You know Jane Fonda's exercise videos must be worth the money. Look at the great shape she's in.
false causality,"""A solar flare erupted from the sun three days ago, and my laptop died this morning. Solar flares are very dangerous for computers."""
false causality,Valencia bought a different brand of detergent at the store. She developed a rash after wearing clothes washed in the new detergent. She concluded that she was allergic to the new soap. What type of reasoning is this?
false causality,"Giving 10% of your income to the Church will free a child’s soul from Limbo into Heaven, so give your money!"
false causality,"Every sunrise, the rooster makes a sound. So it is the rooster which makes the sun rise."
false causality,Which type of logical fallacy is used when a writer incorrectly states that one event has caused another?
false causality,"Shortly after MySpace became popular, U.S. soldiers found Saddam Hussein."
false causality,"Michael Jackson, Kurt Cobain, and Jimi Hendrix were rock stars who died young. Therefore, if you become a rock star, don’t expect to live a long life."
false causality,"Dan White ate a lot of Twinkies and then killed the Mayor of San Francisco. If I were a mayor, I’d ban Twinkies so no one would kill me."
false causality,"There are more laws on the books than ever before, and more crimes are being committed than ever before. Therefore, to reduce crime, we must eliminate the laws."
false causality,"Yesterday, I walked under a ladder with an open umbrella indoors while spilling salt in front of a black cat. And I forgot to knock on wood with my lucky dice. That must be why I’m having such a bad day today. It’s bad luck."
false causality,"Since your parents named you ‘Harvest,’ they must be farmers."
false causality,very time Joe goes swimming he is wearing his Speedos. Something about wearing that Speedo must make him want to go swimming.
false causality,Someone really should move this ‘deer crossing’ sign. This is a dangerous stretch of highway and the deer really should be crossing somewhere else.
false causality,"Jimmy has a fever, sinus congestion, a cough, and can’t come to school, so he probably has a test later today."
false causality,Jimmy isn’t at school today. He must be on a family trip.
false causality,"I drank bottled water and now I am sick, so the water must have made me sick."
false causality,"Every time I wash my car, it rains"
false causality,"Our garage sale made lots of money before Joan showed up. Obviously, she scared off all the customers."
false causality,"My new sport psychology intervention works! I chose the player with the lowest batting average based on the last game from each of the teams in our amateur baseball league. Then I gave each of them my 5-minute intervention. And almost all of them improved their batting average in the next game!"" (Note: this example may also involve the statistical phenomenon of regression to the mean."
false causality,Students are poor writers because they watch too much TV
false causality,The milk was left out all night and was spoiled. It should have been put in the refrigerator
false causality,"Jane gets a rather large wart on her finger. Based on a story her father told her, she cuts a potato in half, rubs it on the wart and then buries it under the light of a full moon. Over the next month her wart shrinks and eventually vanishes. Jane writes her father to tell him how right he was about the cure."
false causality,The picture on Jim's old TV set goes out of focus. Jim goes over and strikes the TV soundly on the side and the picture goes back into focus. Jim tells his friend that hitting the TV fixed it.
false causality,"It was observed that persons who went out at night often developed the malady. So night air was assumed to be the cause of malaria, and elaborate precautions were taken to shut it out of sleeping quarters"
false causality,"The report suggests that 'the rise in violent offending and the explosion in the sales of iPods and other portable media devices is more than coincidental,' and asks, rather provocatively, 'Is There an iCrime Wave?' The report notes that nationally, violent crime fell every year from 1993 to 2004, before rising in 2005 and 2006, just as 'America’s streets filled with millions of people visibly wearing, and being distracted by, expensive electronic gear.'"
false causality,"My new way of obtaining informed consent helps prevent dropouts. I chose the three therapists in our clinic who had the highest dropout rates and taught them my new informed consent procedure. The first month that they started using it, all three had significantly lower dropout rates."
false causality,"Joe eats horribly; therefore, his heart attack was caused by his eating habits."
false causality,"Before women got the vote, there were no nuclear weapons"
false causality,"Every time my brother Bill accompanies me to Fenway Park, the Red Sox are sure to lose"
false causality,"When sales of hot chocolate go up, street crime drops."
false causality,"earthquakes in the Andes were correlated with the closest approaches of the planet Uranus. Therefore, Uranus must have caused them."
false causality,"The bigger a child's shoe size, the better the child's handwriting"
false causality,The accident was caused by the taxi parking in the street
false causality,"Mom: Watching TV that close will make you go blind, so move back!
Jonny: That is B.S., Mom. Sorry, I am not moving.
"
false causality,"The Church used to claim that giving 10% of your income to the Church will free a child’s soul from Limbo into Heaven, so clearly giving money to the Church is a scam!"
false causality," 
The presence of police at protests cause an escalation of violence. It was the case that at the protest last night attended by uniformed police, there was an escalation of violence. Therefore, police should not be at protests."
false causality,Billy murdered all those people because I spanked him when he was a child.
false causality,The reason Donald Trump got elected was because liberals took political correctness too far.
false causality,"P1. Lead poisoning can contribute to violent behavior.
P2. Many inner city children have dangerous levels of lead in their blood.
C. Therefore, violent crime in the inner city can be solved by curing the lead problem."
false causality,"P1. A sedentary lifestyle contributes to obesity.
P2. People have become more sedentary in the last few decades.
C. Therefore, the rise in obesity can be fixed by people getting more exercise."
false causality,"P1. Smoking has been empirically proven to cause lung cancer.
C. Therefore, if we eradicate smoking, we will eradicate lung cancer."
false causality," Doug is convinced he has lucky underwear. One time when he forgot to put on his lucky underwear, he got a parking ticket. Doug concludes that because he forgot to wear his lucky underwear, he got the ticket. Doug doesn't wash his lucky underwear often. This part isn't relevant to the example, but it is disturbing nonetheless."
false causality," Tony: I bought a book on the law of attraction and two days later I won $30k in a lottery. I wasn’t a believer of the law of attraction before, but now I am!
"
false causality,"Every time I go to sleep, the sun goes down.  Therefore, my going to sleep causes the sun to set."
false causality,"Many homosexuals have AIDS. Therefore, homosexuality causes AIDS."
false causality,"Jen: Don’t you realize that all this drinking you are doing is making your family miserable?
Bridget: Yes, I do.
Jen: Then what are you doing about it?
Bridget: Drinking to forget.
"
false causality,"David: We have way too much police presence in this city.
Pete: What are you going to do about it?
David: Vandalize, loot, and perhaps a little arson.
"
false causality,"“The temperature has dropped this morning, and I also have a headache. Therefore, the cold weather must be causing my headache. “"
false causality,"Every time I wash my car, it rains the next day. My car washing definitely affects the weather."
false causality,"The time that children are vaccinated and the time they're diagnosed do closely correlate, however, leading upset parents to assign blame to the immunizations, for lack of a better explanation. "
false causality,Attributing the cause of World War II to only Adolf Hitler's hatred of the Jews
false causality,Suggesting that John F. Kennedy won the presidency over Richard Nixon exclusively because of the debate on TV
false causality,Believing that the cause of the Reformation was simply Martin Luther posting his theses
false causality,Explaining that the U.S. Civil War was fought only because of the institution of slavery
false causality,"I had a real bad headache, then saw my doctor.  Just by talking with him, my headache started to subside, and I was all better the next day.  It was well worth the $200 visit fee."
false causality,"After surgery, my wife was not doing too well -- she was in a lot of pain.  I bought these magnetic wristbands that align with the body's natural vibrations to reduce the pain, and sure enough, a few days later the pain subsided!  Thank you magic wristbands!"
false causality," The best example of this fallacy is presented by the person who coined this term, Nassim Nicholas Taleb in his 2007 book, The Black Swan.  There are two people"
false causality,"Lolita: Since about half the people in the world are female, the chances of the next person to walk out that door being female is about 50/50.
Celina: Do you realize that is the door to Dr. Vulvastein, the gynecologist?
"
false causality,"Believing that ""runs"" occur to statistically independent phenomena such as roulette wheel spins."
false causality,This coin has landed heads-up nine times in a row. So it will probably land tails-up next time it is tossed.
false causality,You said that 'runs' occur to statistically independent phenomena such as roulette wheel spins.
false causality,"Believing that ""runs"" occur to statistically independent phenomena such as routine wheel spirits."
false causality,"""I bought a ticket to win a new car at the mall, since I have never won anything like that in the past."""
false causality,"Red had come up six times in a row on the roulette wheel, so Greg knew that it was close to certain that black would be next up. Suffering an economic form of natural selection with this thinking, he soon lost all of his savings."
false causality,"Joe and Sam are at the race track betting on horses. Joe: ""You see that horse over there? He lost his last four races. I'm going to bet on him.""
Sam: ""Why? I think he will probably lose.""
Joe: ""No way, Sam. I looked up the horse's stats and he has won half his races in the past two years. Since he has lost three of his last four races, he'll have to win this race. So I'm betting the farm on him.""
Sam: ""Are you sure?""
Joe: ""Of course I'm sure. That pony is due, man...he's due!"""
false causality,"I have flipped heads five times in a row.  As a result, the next flip will probably be tails."
false causality,"Eric: For my lottery numbers, I chose 6, 14, 22, 35, 38, 40.  What did you choose?
Steve: I chose 1, 2, 3, 4, 5, 6.
Eric: You idiot!  Those numbers will never come up!
"
false causality,"Maury: Please put all my chips on red 21.
Dealer: Are you sure you want to do that?  Red 21 just came up in the last spin.
Maury:  I didn’t know that!  Thank you!  Put it on black 15 instead.  I can’t believe I almost made that mistake!
"
false causality,"Mr. Governor issues a proclamation for the people of his state to pray for rain.  Several months later, it rains.  Praise the gods!"
false causality,"I refuse to stay on the 13th floor of any hotel because it is bad luck.  However, I don’t mind staying on the same floor as long as we call it the 14th floor."
false causality,"I knew I should have helped that old lady across the road.  Because I didn’t, I have been having bad Karma all day."
false causality,"""If a black cat crosses your path you will have bad luck."""
circular reasoning,"America is the best place to live, because it's better than any other country."
circular reasoning,The red bicycle is red.
circular reasoning,The news is fake because so much of the news is fake.
circular reasoning,"""The Cardinals are the best football team because they're better than all the other teams."""
circular reasoning,"Quinoa is a delicious, plant-based source of protein because it tastes so darn good."
circular reasoning,God exists. How do you know? Because it says so in the Bible.
circular reasoning,"She is good at writing because she writes words effectively."""
circular reasoning,President Reagan was a great communicator because he had the knack of talking effectively to the people.
circular reasoning,Plagiarism is deceitful because it is dishonest.
circular reasoning,Canada is the best country to live in because it's better than the other countries!
circular reasoning,The thing about the new math teacher (who is an excellent teacher) is that he/she really stands out because he/she has good teaching skills.
circular reasoning,Repeating the same thing as if you’re proving something
circular reasoning,"Witchcraft remains our most urgent spiritual problem because it threatens
our very souls."
circular reasoning,The witchcraft problem is the most urgent spiritual crisis in the world today. Why? Because witches threaten our very souls.
circular reasoning,The word of Zorbo the Great is flawless and perfect. We know this because it says so in The Great and Infallible Book of Zorbo’s Best and Most Truest Things that are Definitely True and Should Not Ever Be Questioned.
circular reasoning,"America is the best place to live, because it's better than any other country. (This is a good example of...)"
circular reasoning,"Bill: I think capital punishment is wrong.
Adam: No it isn't. If it was wrong, it wouldn't be legal.
Of which fallacy is this an example?  http://www.funtrivia.com"
circular reasoning,Cell phones stop students from concentrating in class because they are distracting.
circular reasoning,Fast food is bad for you because is junk.
circular reasoning,"""Ghosts exist.... because I saw a ghost in my closet,"" is an example of what logical fallacy?"
circular reasoning,How do I know that Beth is the most intelligent person in our geometry class? I know because she's so smart.
circular reasoning,"President Bennett is an effective communicator, because he has a natural talent for speaking with people.
against"
circular reasoning,"Pamela never lies. She told me herself, so it must be true."
circular reasoning,"Thanks to her enduring popularity with employees, Ella Watson is the best-liked CEO in our company's history."
circular reasoning,“Harold’s new book is well-written because Harold is a wonderful writer.”
circular reasoning,"The number of pirates in existence decreased as the global average temperature rose. Therefore, we can conclude that hotter weather reduces piracy."
circular reasoning,"""When my parents talk to me about how important it is to learn a second language, I remind them they didn't learn another language."
circular reasoning,Senator Randall isn't lying when she says she cares about her constituents—she wouldn't lie to people she cares about.
circular reasoning,"Free speech is good not just for the individual, but for all of society. After all, it's in the interest of the community that everyone should be at liberty to express his or her beliefs."
circular reasoning,Companies that make huge profits must be exploiting their customers because the only way a company could make large profits is by taking advantage of their customers.
circular reasoning,"You must obey the law, because it’s illegal to break the law."
circular reasoning,You have to invite Jenna to your party because it would not be nice not to invite Jenna.
circular reasoning,1. “iPhones are the best smartphones on the market because Apple makes the best smartphones.”
circular reasoning,"“I know that what I experience is real because I can see, hear, smell, touch and taste everything.”"
circular reasoning,"""I am a great leader because I make great leadership decisions. The proof that I make great leadership decisions is that I am a great leader, and that's what leaders do."" What is this?"
circular reasoning,That restaurant is popular because everyone in town goes there.
circular reasoning,"You can't give me a C! I'm an A student, a C is just wrong!"
circular reasoning,This is an example of....
circular reasoning,"You must obey the law, because it's illegal to break the law."
circular reasoning,"Violent video games cause teens to be violent, because violent teens play violent video games."
