label,article
<RR>,"You must obey the law, because it’s illegal to break the law."
<FU>,You appealed to popularity or the fact that many people do something as an attempted form of validation.
<IR>,"When an animal rights activist says, ""Keeping a dog as a pet is every bit as evil as human slavery. Pet owners are the KKK of the 21st century,"" they are committing what logical fallacy?"
<WCB>,"You cannot blame your friends for a rain delay just because every time they go with you to a ballgame it storms and
play is delayed. Likewise, the fact that a pitcher bought new socks before he pitched a winning game does not mean that new
socks cause a pitcher to throw faster."
<G>,"Eugene is silly in class. Harry is his friend, so Harry must be silly, too."
<IR>,"""How would you know anything about technology? You're too old!"""
<FE>,"I thought you were a good person, but you weren’t at church today."
<G>,War on drugs instills fear to criminals so it can stop the crimes in the Philippines.
<IR>,"“All those opposed to my arguments for the opening of a new department, signify by saying, ‘I quit.’"""
<G>,"Asians make lousy athletes, but do well at the Math Olympiad."
<IR>,"The statement ""you are not really an American if you are vegetarian"" is an example of which fallacy?"
<IR>,"Ginger: Your dog just ran into our house and ransacked our kitchen!
Mary: He would never do that, look at how adorable he is with those puppy eyes!
"
<IR>,Ignore any scientific ideas from anyone who didn’t get a Ph.D.
<FE>,"I'm raising money to help cure XYZ disease. If you do not donate, you are part of the problem."
<IR>,"Using positive words that become associated with something, like company slogans and political advertisements"
<IR>,"Parent: I really don’t want you to smoke pot. It’s still illegal, and could get you into trouble.
Child: Didn’t you smoke pot when you were my age? You must not think it’s a big deal."
<FU>,"“[Everyone else is buying it, so you should too!]”"
<G>,Christine has a terrible experience with a boyfriend. She decides that all boys are mean. This is an example of which logical fallacy?
<IR>,"Jimmy stole Tommy’s lunch in the past.

Therefore, it is acceptable for Tommy to steal Jimmy’s lunch today.

"
<IR>,"Dave: For five generations, the men in our family went to Stanford and became doctors, while the women got married and raised children.  Therefore, it is my duty to become a doctor.
Kaitlin: Do you want to become a doctor?
Dave: It doesn’t matter -- it is our family tradition.  Who am I to break it?
"
<FU>,Stating that something should be done (or agreed to) because everyone else thinks this way.
